reactomePathwayId	reactomePathwayName
5688890	Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)
5689603	UCH proteinases
5689877	Josephin domain DUBs
5689880	Ub-specific processing proteases
5689896	Ovarian tumor domain proteases
5689901	Metalloprotease DUBs
5690338	Defective ABCC6 causes pseudoxanthoma elasticum (PXE)
5690714	CD22 mediated BCR regulation
5693532	DNA Double-Strand Break Repair
5693537	Resolution of D-Loop Structures
5693538	Homology Directed Repair
5693548	Sensing of DNA Double Strand Breaks
5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)
5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)
5693568	Resolution of D-loop Structures through Holliday Junction Intermediates
5693571	Nonhomologous End-Joining (NHEJ)
5693579	Homologous DNA Pairing and Strand Exchange
5693606	DNA Double Strand Break Response
5693607	Processing of DNA double-strand break ends
5693616	Presynaptic phase of homologous DNA pairing and strand exchange
5694530	Cargo concentration in the ER
5696394	DNA Damage Recognition in GG-NER
5696395	Formation of Incision Complex in GG-NER
5696397	Gap-filling DNA repair synthesis and ligation in GG-NER
5696398	Nucleotide Excision Repair
5696399	Global Genome Nucleotide Excision Repair (GG-NER)
5696400	Dual Incision in GG-NER
6781823	Formation of TC-NER Pre-Incision Complex
6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)
6782135	Dual incision in TC-NER
6782210	Gap-filling DNA repair synthesis and ligation in TC-NER
6782315	tRNA modification in the nucleus and cytosol
6782861	Synthesis of wybutosine at G37 of tRNA(Phe)
6783310	Fanconi Anemia Pathway
6783589	Interleukin-6 family signaling
6783783	Interleukin-10 signaling
6783984	Glycine degradation
6784531	tRNA processing in the nucleus
6785470	tRNA processing in the mitochondrion
6785631	ERBB2 Regulates Cell Motility
6785807	Interleukin-4 and Interleukin-13 signaling
6787450	tRNA modification in the mitochondrion
6787639	GDP-fucose biosynthesis
6788467	IL-6-type cytokine receptor ligand interactions
6788656	Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism
6790901	rRNA modification in the nucleus and cytosol
6791055	TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P
6791226	Major pathway of rRNA processing in the nucleolus and cytosol
6791312	TP53 Regulates Transcription of Cell Cycle Genes
6791461	RPIA deficiency: failed conversion of RU5P to R5P
6791462	TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P
6791465	Pentose phosphate pathway disease
6793080	rRNA modification in the mitochondrion
6794361	Neurexins and neuroligins
6794362	Protein-protein interactions at synapses
6796648	TP53 Regulates Transcription of DNA Repair Genes
6798163	Choline catabolism
6798695	Neutrophil degranulation
6799198	Complex I biogenesis
6799990	Metal sequestration by antimicrobial proteins
6802946	Signaling by moderate kinase activity BRAF mutants
6802948	Signaling by high-kinase activity BRAF mutants
6802949	Signaling by RAS mutants
6802952	Signaling by BRAF and RAF fusions
6802953	RAS signaling downstream of NF1 loss-of-function variants
6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
6802957	Oncogenic MAPK signaling
6803157	Antimicrobial peptides
6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
6803207	TP53 Regulates Transcription of Caspase Activators and Caspases
6803211	TP53 Regulates Transcription of Death Receptors and Ligands
6803529	FGFR2 alternative splicing
6803544	Ion influx/efflux at host-pathogen interface
6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest
6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
6804754	Regulation of TP53 Expression
6804756	Regulation of TP53 Activity through Phosphorylation
6804757	Regulation of TP53 Degradation
6804758	Regulation of TP53 Activity through Acetylation
6804759	Regulation of TP53 Activity through Association with Co-factors
6804760	Regulation of TP53 Activity through Methylation
6805567	Keratinization
6806003	Regulation of TP53 Expression and Degradation
6806664	Metabolism of vitamin K
6806667	Metabolism of fat-soluble vitamins
6806834	Signaling by MET
6806942	MET Receptor Activation
6807004	Negative regulation of MET activity
6807047	Cholesterol biosynthesis via desmosterol
6807062	Cholesterol biosynthesis via lathosterol
6807070	PTEN Regulation
6807505	RNA polymerase II transcribes snRNA genes
6807878	COPI-mediated anterograde transport
6809371	Formation of the cornified envelope
6809583	Retinoid metabolism disease events
6811434	COPI-dependent Golgi-to-ER retrograde traffic
6811436	COPI-independent Golgi-to-ER retrograde traffic
6811438	Intra-Golgi traffic
6811440	Retrograde transport at the Trans-Golgi-Network
6811442	Intra-Golgi and retrograde Golgi-to-ER traffic
6811555	PI5P Regulates TP53 Acetylation
6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding
6814848	Glycerophospholipid catabolism
8847453	Synthesis of PIPs in the nucleus
8847993	ERBB2 Activates PTK6 Signaling
8848021	Signaling by PTK6
8848584	Wax biosynthesis
8849175	Threonine catabolism
8849468	PTK6 Regulates Proteins Involved in RNA Processing
8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1
8849470	PTK6 Regulates Cell Cycle
8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases
8849472	PTK6 Down-Regulation
8849473	PTK6 Expression
8849474	PTK6 Activates STAT3
8849932	Synaptic adhesion-like molecules
8850843	Phosphate bond hydrolysis by NTPDase proteins
8851680	Butyrophilin (BTN) family interactions
8851708	Signaling by FGFR2 IIIa TM
8851805	MET activates RAS signaling
8851907	MET activates PI3K/AKT signaling
8852135	Protein ubiquitination
8852276	The role of GTSE1 in G2/M progression after G2 checkpoint
8852405	Signaling by MST1
8853333	Signaling by FGFR2 fusions
8853334	Signaling by FGFR3 fusions in cancer
8853336	Signaling by plasma membrane FGFR1 fusions
8853338	Signaling by FGFR3 point mutants in cancer
8853383	Lysosomal oligosaccharide catabolism
8853659	RET signaling
8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
8854214	TBC/RABGAPs
8854518	AURKA Activation by TPX2
8854521	Interaction between PHLDA1 and AURKA
8854691	Interleukin-20 family signaling
8856688	Golgi-to-ER retrograde transport
8856825	Cargo recognition for clathrin-mediated endocytosis
8856828	Clathrin-mediated endocytosis
8857538	PTK6 promotes HIF1A stabilization
8862803	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
8863678	Neurodegenerative Diseases
8863795	Downregulation of ERBB2 signaling
8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
8865999	MET activates PTPN11
8866376	Reelin signalling pathway
8866423	VLDL assembly
8866427	VLDLR internalisation and degradation
8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes
8866654	E3 ubiquitin ligases ubiquitinate target proteins
8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors
8866906	TFAP2 (AP-2) family regulates transcription of other transcription factors
8866907	Activation of the TFAP2 (AP-2) family of transcription factors
8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors
8868766	rRNA processing in the mitochondrion
8868773	rRNA processing in the nucleus and cytosol
8869496	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation
8873719	RAB geranylgeranylation
8874081	MET activates PTK2 signaling
8874211	CREB3 factors activate genes
8875360	InlB-mediated entry of Listeria monocytogenes into host cell
8875513	MET interacts with TNS proteins
8875555	MET activates RAP1 and RAC1
8875656	MET receptor recycling
8875791	MET activates STAT3
8875878	MET promotes cell motility
8876198	RAB GEFs exchange GTP for GDP on RABs
8876384	Listeria monocytogenes entry into host cells
8876493	InlA-mediated entry of Listeria monocytogenes into host cells
8876725	Protein methylation
8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
8877627	Vitamin E
8878159	Transcriptional regulation by RUNX3
8878166	Transcriptional regulation by RUNX2
8878171	Transcriptional regulation by RUNX1
8931987	RUNX1 regulates estrogen receptor mediated transcription
8934593	Regulation of RUNX1 Expression and Activity
8934903	Receptor Mediated Mitophagy
8935690	Digestion
8935964	RUNX1 regulates expression of components of tight junctions
8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
8937144	Aryl hydrocarbon receptor signalling
8939211	ESR-mediated signaling
8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs
8939242	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes
8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known
8939245	RUNX1 regulates transcription of genes involved in BCR signaling
8939246	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells
8939247	RUNX1 regulates transcription of genes involved in interleukin signaling
8939256	RUNX1 regulates transcription of genes involved in WNT signaling
8939902	Regulation of RUNX2 expression and activity
8940973	RUNX2 regulates osteoblast differentiation
8941237	Invadopodia formation
8941284	RUNX2 regulates chondrocyte maturation
8941326	RUNX2 regulates bone development
8941332	RUNX2 regulates genes involved in cell migration
8941333	RUNX2 regulates genes involved in differentiation of myeloid cells
8941855	RUNX3 regulates CDKN1A transcription
8941856	RUNX3 regulates NOTCH signaling
8941858	Regulation of RUNX3 expression and activity
8942233	Intestinal infectious diseases
8943723	Regulation of PTEN mRNA translation
8943724	Regulation of PTEN gene transcription
8948216	Collagen chain trimerization
8948700	Competing endogenous RNAs (ceRNAs) regulate PTEN translation
8948747	Regulation of PTEN localization
8948751	Regulation of PTEN stability and activity
8949215	Mitochondrial calcium ion transport
8949275	RUNX3 Regulates Immune Response and Cell Migration
8949613	Cristae formation
8949664	Processing of SMDT1
8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation
8951430	RUNX3 regulates WNT signaling
8951664	Neddylation
8951671	RUNX3 regulates YAP1-mediated transcription
8951911	RUNX3 regulates RUNX1-mediated transcription
8951936	RUNX3 regulates p14-ARF
8952158	RUNX3 regulates BCL2L11 (BIM) transcription
8953750	Transcriptional Regulation by E2F6
8953854	Metabolism of RNA
8953897	Cellular responses to external stimuli
8955332	Carboxyterminal post-translational modifications of tubulin
8956319	Nucleobase catabolism
8956320	Nucleobase biosynthesis
8956321	Nucleotide salvage
8957275	Post-translational protein phosphorylation
8957322	Metabolism of steroids
8963676	Intestinal absorption
8963678	Intestinal lipid absorption
8963743	Digestion and absorption
8963888	Chylomicron assembly
8963889	Assembly of active LPL and LIPC lipase complexes
8963896	HDL assembly
8963898	Plasma lipoprotein assembly
8963899	Plasma lipoprotein remodeling
8963901	Chylomicron remodeling
8964011	HDL clearance
8964026	Chylomicron clearance
8964038	LDL clearance
8964041	LDL remodeling
8964043	Plasma lipoprotein clearance
8964046	VLDL clearance
8964058	HDL remodeling
8964572	Lipid particle organization
8978868	Fatty acid metabolism
8978934	Metabolism of cofactors
8979227	Triglyceride metabolism
8981373	Intestinal hexose absorption
8981607	Intracellular oxygen transport
8982491	Glycogen metabolism
8983432	Interleukin-15 signaling
8984722	Interleukin-35 Signalling
8985586	SLIT2:ROBO1 increases RHOA activity
8985801	Regulation of cortical dendrite branching
8985947	Interleukin-9 signaling
9006115	Signaling by NTRK2 (TRKB)
9006921	Integrin signaling
9006925	Intracellular signaling by second messengers
9006927	Signaling by Non-Receptor Tyrosine Kinases
9006931	Signaling by Nuclear Receptors
9006934	Signaling by Receptor Tyrosine Kinases
9006936	Signaling by TGF-beta family members
9007101	Rab regulation of trafficking
9007892	Interleukin-38 signaling
9008059	Interleukin-37 signaling
9010553	Regulation of expression of SLITs and ROBOs
9010642	ROBO receptors bind AKAP5
9012546	Interleukin-18 signaling
9012852	Signaling by NOTCH3
9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus
9013508	NOTCH3 Intracellular Domain Regulates Transcription
9013694	Signaling by NOTCH4
9013695	NOTCH4 Intracellular Domain Regulates Transcription
9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus
9013957	TLR3-mediated TICAM1-dependent programmed cell death
9013973	TICAM1-dependent activation of IRF3/IRF7
9014325	TICAM1,TRAF6-dependent induction of TAK1 complex
9014826	Interleukin-36 pathway
9014843	Interleukin-33 signaling
9017802	Noncanonical activation of NOTCH3
9018519	Estrogen-dependent gene expression
9018676	Biosynthesis of D-series resolvins
9018677	Biosynthesis of DHA-derived SPMs
9018678	Biosynthesis of specialized proresolving mediators (SPMs)
9018679	Biosynthesis of EPA-derived SPMs
9018681	Biosynthesis of protectins
9018682	Biosynthesis of maresins
9018683	Biosynthesis of DPA-derived SPMs
9018896	Biosynthesis of E-series 18(S)-resolvins
9020265	Biosynthesis of aspirin-triggered D-series resolvins
9020558	Interleukin-2 signaling
9020591	Interleukin-12 signaling
9020702	Interleukin-1 signaling
9020933	Interleukin-23 signaling
9020956	Interleukin-27 signaling
9020958	Interleukin-21 signaling
9023661	Biosynthesis of E-series 18(R)-resolvins
9024909	BDNF activates NTRK2 (TRKB) signaling
9025046	NTF3 activates NTRK2 (TRKB) signaling
9025094	Biosynthesis of DPAn-3 SPMs
9025106	Biosynthesis of DPAn-6 SPMs
9026286	Biosynthesis of DPAn-3-derived protectins and resolvins
9026290	Biosynthesis of DPAn-3-derived maresins
9026357	NTF4 activates NTRK2 (TRKB) signaling
9026395	Biosynthesis of DHA-derived sulfido conjugates
9026403	Biosynthesis of DPAn-3-derived 13-series resolvins
9026519	Activated NTRK2 signals through RAS
9026527	Activated NTRK2 signals through PLCG1
9026762	Biosynthesis of maresin conjugates in tissue regeneration (MCTR)
9026766	Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR)
9027307	Biosynthesis of maresin-like SPMs
9027604	Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives
9028335	Activated NTRK2 signals through PI3K
9028731	Activated NTRK2 signals through FRS2 and FRS3
9032500	Activated NTRK2 signals through FYN
9032759	NTRK2 activates RAC1
9032845	Activated NTRK2 signals through CDK5
9033241	Peroxisomal protein import
9033500	TYSND1 cleaves peroxisomal proteins
9034013	NTF3 activates NTRK3 signaling
9034015	Signaling by NTRK3 (TRKC)
9034793	Activated NTRK3 signals through PLCG1
9034864	Activated NTRK3 signals through RAS
9035968	Defective GGT1 causes Glutathionuria (GLUTH)
9036092	Defective AVP causes neurohypophyseal diabetes insipidus (NDI)
9036866	Expression and Processing of Neurotrophins
9603381	Activated NTRK3 signals through PI3K
9603505	NTRK3 as a dependence receptor
9604323	Negative regulation of NOTCH4 signaling
