geneId	chromosomeIndex	startPos	endPos	geneTypeIndex	cytobandIndices	tadIndices	geneName	cancerGene	rppaIds	batch	reactomePathwayIds	orientation
263693	11	48118334	48118410	9	507	2132	MIR3161	0	.	85	.	1
263697	9	140063638	140063722	9	454	1928	MIR3621	0	.	85	.	-1
263705	6	10439950	10440027	9	283	1219;1220	MIR5689	0	.	85	.	1
263710	5	53078528	53078604	9	249	1057	AC025175.1	0	.	85	.	1
263712	6	16141787	16141855	9	287	1226	MIR4639	0	.	85	.	1
263713	23	149657798	149657884	9	851	3467	AC109994.1	0	.	85	.	-1
263715	17	43697710	43913192	5	710	2874	LINC02210-CRHR1	0	.	85	.	1
263716	18	7134930	7135818	7	725	2931	SLC25A51P2	0	.	85	.	1
263718	17	75253819	75277979	10	721	2911;2912	AC068594.1	0	.	85	.	-1
263719	17	27717680	27717748	9	706	2856	MIR4523	0	.	85	.	1
263721	2	178077454	178077527	9	110	472	MIR4444-1	0	.	85	.	1
263725	17	21747827	21748211	7	703	2850	AC138761.1	0	.	85	.	1
263729	17	20887215	20887359	7	703	2848	AC087393.1	0	.	85	.	1
263730	23	39520470	39520575	9	822	3349	MIR3937	0	.	85	.	1
263731	17	79836301	79838982	10	722	2920	AC145207.5	0	.	85	.	-1
263732	8	105767334	105767403	9	401	1723	AC012564.1	0	.	85	.	-1
263733	18	68892940	68893957	7	741	3005	AC091691.1	0	.	85	.	1
263734	6	92231378	92231455	9	307	1314	MIR4643	0	.	85	.	1
263735	8	125834220	125834300	9	407	1744	MIR4662B	0	.	85	.	-1
263738	4	158281267	158281378	9	226	965	AC079233.1	0	.	85	.	1
263741	13	93142416	93142473	9	602	2482	MIR548AS	0	.	85	.	1
263742	11	71783274	71783348	9	517	2165	MIR3165	0	.	85	.	-1
263743	2	239990860	239990953	9	125	548	AC017028.2	0	.	85	.	-1
263744	11	70718375	70718473	9	517	2163;2164	MIR3664	0	.	85	.	-1
263745	18	1883525	2489425	10	723	2926	AP005230.1	0	.	85	.	-1
263746	5	1708900	1708983	9	235	1005	MIR4277	0	.	85	.	-1
263748	18	18762464	18763460	7	729	2947	EXOGP1	0	.	85	.	-1
263749	17	30670793	30671143	7	706	2860	OOSP1P2	0	.	85	.	-1
263750	18	70520556	70520617	9	741	3006	MIR548AV	0	.	85	.	-1
263751	14	106324504	106324581	9	641	2622	AL122127.1	0	.	85	.	-1
263752	2	242417320	242417397	9	125	551	MIR3133	0	.	85	.	1
263753	18	5237825	5246507	10	724	2930	LINC00667	0	.	85	.	1
263754	9	68512346	68512422	9	430	1832;1833	CR786580.2	0	.	85	.	1
263757	12	79874828	79874920	9	557	2340	AC027288.1	0	.	85	.	-1
263759	5	180009445	180009530	9	279	1204	AC122714.1	0	.	85	.	1
263761	10	48413092	48416872	5	471	1982	GDF2	0	.	85	201451	-1
263762	8	10524488	10524580	9	374	1609	MIR4286	0	.	85	.	1
263763	8	130496303	130496388	9	408	1750	MIR3686	0	.	85	.	-1
263767	3	129752301	129752388	9	168	709	AC083906.1	0	.	85	.	-1
263768	12	116693688	116693793	9	568	2382	AC060226.1	0	.	85	.	-1
263770	20	45943269	45943336	9	776	3129	AL031666.1	0	.	85	.	-1
263772	18	29306006	29306360	7	731	2958	AC017100.2	0	.	85	.	-1
263774	2	232354915	232355000	9	123	537	AC017104.1	0	.	85	.	-1
263775	3	124415785	124415883	9	166	702;703	AC080008.1	0	.	85	.	-1
263780	19	32991762	32991847	9	752	3048	AC005621.1	0	.	85	.	-1
263781	17	27348343	27348658	7	706	2856	AC024619.4	0	.	85	.	-1
263782	3	75395290	75395366	9	148	647	AC117481.1	0	.	85	.	-1
263783	2	135615390	135615443	9	99	426	MIR5590	0	.	85	.	1
263784	14	31779519	31779590	9	616	2526	AL136418.1	0	.	85	.	1
263785	16	83541951	83542013	9	695	2810	MIR3182	0	.	85	.	1
263788	17	26583401	26583695	7	706	2854	AC061975.2	0	.	85	.	-1
263790	9	20411146	20411236	9	419	1795	MIR4473	0	.	85	.	-1
263791	17	36982091	36982145	9	707	2869	MIR4727	0	.	85	.	1
263793	1	23370798	23370865	9	8	29	MIR3115	0	.	85	.	1
263795	10	43493011	43493129	9	470	1975	MIR5100	0	.	85	.	1
263800	19	12897942	12898006	9	744	3027	MIR5684	0	.	85	.	1
263802	2	32313373	32313460	9	73	312	AL121655.1	0	.	85	.	-1
263805	1	199584316	199584408	9	53	219;220	AL450244.1	0	.	85	.	-1
263808	7	5315967	5316046	9	330	1414	AC093376.1	0	.	85	.	1
263809	17	8271956	8286505	5	701	2832;2833	AC135178.2	0	.	85	.	-1
263810	3	99410324	99410415	9	155	672	AC055723.1	0	.	85	.	-1
263811	1	17185444	17185516	9	7	21	MIR3675	0	.	85	.	-1
263812	18	74240612	74322925	10	742	3009	LINC00908	0	.	85	.	1
263813	2	134884696	134884763	9	98	426	MIR3679	0	.	85	.	1
263814	4	34388376	34388459	9	195	827	AC093786.1	0	.	85	.	-1
263816	9	135821094	135821158	9	452	1921	MIR548AW	0	.	85	.	1
263818	17	37213272	37269443	2	707	2869	AC091178.1	0	.	85	.	1
263820	17	58120166	58120243	9	714	2891	AC005702.2	0	.	85	.	-1
263821	18	14978738	14979838	10	727	2942	AP005121.2	0	.	85	.	1
263825	1	149708860	149708951	9	38	159	AL358813.3	0	.	85	.	-1
263827	18	7840935	7841058	9	725	2932	AP005118.1	0	.	85	.	1
263828	2	225875178	225875257	9	121	531	MIR4439	0	.	85	.	-1
263829	18	23835662	23836319	7	730	2951;2952	FAM60BP	0	.	85	.	-1
263831	5	169455492	169455570	9	277	1187	MIR378E	0	.	85	.	1
263832	12	57515445	57515545	9	551	2308	AC023237.1	0	.	85	.	-1
263834	5	1063011	1063089	9	235	1004	MIR4635	0	.	85	.	-1
263835	23	1413025	1413099	9	812	3311	BX649553.1	0	.	85	.	1
263838	12	47581595	47581674	9	547	2296	MIR4698	0	.	85	.	1
263839	21	10199943	10200025	9	784	3151	CR381653.1	0	.	85	.	1
263840	5	135136918	135137003	9	269	1145	AC011431.2	0	.	85	.	-1
263842	8	100011512	100011629	9	400	1715	AC104986.1	0	.	85	.	1
263845	23	136071175	136071263	9	847	3452;3453	AL390879.1	0	.	85	.	-1
263846	18	24179372	24180302	7	730	2952	CIAPIN1P	0	.	85	.	1
263848	2	157871684	157871769	9	106	450	AC108057.1	0	.	85	.	-1
263849	18	46576057	46576138	9	734	2977	MIR4744	0	.	85	.	-1
263853	17	79643031	79643116	9	722	2919;2920	AC139530.1	0	.	85	.	1
263855	8	94986082	94986151	9	399	1708;1709	AC105081.1	0	.	85	.	1
263856	20	31645394	31645476	9	771	3109	AL121756.1	0	.	85	.	-1
263857	17	57443444	57443515	9	713	2891	MIR4729	0	.	85	.	1
263858	23	47446828	47446904	9	824	3355	MIR4769	0	.	85	.	1
263859	17	79836543	79837433	10	722	2920	AC145207.6	0	.	85	.	1
263860	17	28877511	28878207	10	706	2858	AC011840.3	0	.	85	.	-1
263861	9	112273755	112273825	9	445	1884;1885	MIR3927	0	.	85	.	-1
263862	18	24002959	24006065	10	730	2952	LINC01543	0	.	85	.	1
263863	18	62773109	62792946	10	739	2999	AC007948.1	0	.	85	.	-1
263868	13	79239973	79240065	9	600	2467	AL139319.1	0	.	85	.	1
263870	17	26771081	26772581	0	706	2854	AC015917.1	0	.	85	.	-1
263872	18	50763471	50763560	9	735	2983	hsa-mir-4528	0	.	85	.	1
263874	17	37081421	37085637	5	707	2869	LINC00672	0	.	85	.	1
263875	9	96327975	96328082	9	440	1867	AL353629.1	0	.	85	.	-1
263881	2	111042430	111042520	9	93	403	MIR4436B2	0	.	85	.	1
263883	17	61713961	61714473	2	716	2895	EEF1DP7	0	.	85	.	1
263884	18	268148	270278	10	723	2924	AP000845.1	0	.	85	.	1
263885	11	101390551	101390636	9	523	2199	MIR3920	0	.	85	.	-1
263886	23	124421625	124421692	9	844	3439;3440	AL953885.1	0	.	85	.	1
263887	17	60359748	60374387	1	715	2894	AC053481.2	0	.	85	.	-1
263890	12	98389161	98389226	9	562	2361	MIR4303	0	.	85	.	-1
263891	7	63361446	63361511	9	347	1484;1485	AC092634.1	0	.	85	.	1
263892	9	35608091	35608156	9	422	1810	MIR4667	0	.	85	.	1
263893	17	70638870	70640629	10	719	2905;2906	AC080037.1	0	.	85	.	1
263894	6	36590213	36590289	9	292	1252	MIR3925	0	.	85	.	-1
263897	9	137271257	137271318	9	453	1923	MIR4669	0	.	85	.	1
263898	3	48681627	48681713	9	141	613	MIR4793	0	.	85	.	-1
263900	7	5567734	5567817	9	330	1414	AC006483.1	0	.	85	.	-1
263903	20	57921434	57921535	9	780	3144	AL035250.1	0	.	85	.	-1
263907	13	42019427	42019503	9	587	2431	AL354833.1	0	.	85	.	1
263908	1	62544458	62544531	9	20	75	MIR3116-1	0	.	85	.	1
263909	2	75317939	75318041	9	85	367	MIR5000	0	.	85	.	1
263910	12	69350186	69350266	9	555	2324	AC133749.1	0	.	85	.	-1
263913	12	120609843	120609930	9	570	2386	AC004812.1	0	.	85	.	-1
263914	17	22025225	22026263	0	703	2850	MTND2P13	0	.	85	.	1
263918	16	15001574	15001638	9	678	2745	MIR3670-1	0	.	85	.	1
263920	10	64417945	64418012	9	474	1999	AC067751.1	0	.	85	.	1
263921	10	56107723	56107774	9	473	1988	AC013737.1	0	.	85	.	-1
263926	6	37523141	37523198	9	293	1253	MIR4462	0	.	85	.	-1
263927	7	22419623	22419720	9	334	1435	AC099759.1	0	.	85	.	1
263928	13	42020193	42020261	9	587	2431	AL354833.2	0	.	85	.	-1
263930	15	22675148	22675241	9	647	2630	MIR4509-2	0	.	85	.	-1
263932	3	183604588	183604673	9	183	770	MIR4448	0	.	85	.	1
263933	9	140440200	140440285	9	454	1929	AL365502.1	0	.	85	.	1
263935	18	8688020	8688408	7	726	2933	TOMM20P3	0	.	85	.	-1
263945	14	48230198	48230307	9	622	2544;2545	MIR548Y	0	.	85	.	-1
263946	17	20458284	20462723	2	703	2848	AC015818.3	0	.	85	.	-1
263948	2	161264321	161264393	9	107	454	MIR4785	0	.	85	.	-1
263954	5	129613318	129613386	9	268	1140	AC004769.1	0	.	85	.	-1
263957	2	29304136	29304217	9	71	309	AC105398.1	0	.	85	.	-1
263958	18	70535623	70548634	10	741	3006	AC091138.1	0	.	85	.	1
263959	3	140122262	140122345	9	171	720	AC092988.1	0	.	85	.	1
263960	19	32868188	32868273	9	752	3048	AC007773.1	0	.	85	.	-1
263961	1	206238872	206304137	5	53	231	C1orf186	0	.	85	.	-1
263963	5	134263729	134263802	9	269	1144;1145	MIR4461	0	.	85	.	1
263964	15	28735898	28735991	9	649	2635	MIR4509-3	0	.	85	.	-1
263966	11	94149876	94149927	9	522	2189	AP000765.1	0	.	85	.	1
263967	9	92785723	92785817	9	439	1863	MIR4290	0	.	85	.	-1
263972	23	39696815	39696867	9	822	3349	MIR1587	0	.	85	.	1
263973	21	41584279	41584358	9	794	3187	MIR4760	0	.	85	.	-1
263976	17	20394636	20394756	7	703	2848	YWHAEP3	0	.	85	.	-1
263978	13	21007917	21007985	9	579	2407	MIR4499	0	.	85	.	-1
263979	9	130631694	130631774	9	450	1914	MIR4672	0	.	85	.	-1
263980	23	1412508	1412582	9	812	3311	BX649553.2	0	.	85	.	1
263981	4	88221647	88221735	9	210	886;887	MIR5705	0	.	85	.	-1
263984	16	13137329	13137433	9	677	2742	AC092380.1	0	.	85	.	1
263985	17	30462748	30462833	9	706	2860	AC116407.1	0	.	85	.	-1
263987	1	154076997	154077068	9	39	166	MIR5698	0	.	85	.	-1
263990	17	30200945	30213685	10	706	2860	AC004253.1	0	.	85	.	1
263995	19	5822936	5823035	9	743	3022	AC011499.1	0	.	85	.	1
263997	19	2872343	2872428	9	743	3017;3018	AC006130.1	0	.	85	.	-1
264004	16	2324621	2324692	9	674	2728	MIR4717	0	.	85	.	1
264005	17	7991374	7991465	9	701	2832	MIR4314	0	.	85	.	1
264006	10	5196338	5227150	1	457	1936	AKR1C8P	0	.	85	.	-1
264009	21	44547630	44547729	9	795	3192	AP001631.1	0	.	85	.	1
264010	2	11680731	11680803	9	66	291	MIR4429	0	.	85	.	-1
264013	3	55886520	55886622	9	144	622	MIR3938	0	.	85	.	-1
264014	1	23189652	23189719	9	8	28	MIR4253	0	.	85	.	-1
264015	18	75133575	75272719	10	742	3010	AC124254.1	0	.	85	.	1
264016	17	10644584	10672333	10	701	2837	AC015908.3	0	.	85	.	-1
264020	11	39752359	39752453	9	506	2122	AC027806.1	0	.	85	.	1
264021	1	26232853	26232945	9	9	33;34	MIR3917	0	.	85	.	-1
264022	1	149036312	149036377	9	38	159	AL732363.1	0	.	85	.	-1
264023	17	21360746	21362301	10	703	2849	AC068418.1	0	.	85	.	1
264024	14	106178260	106178329	9	641	2622	AL901608.1	0	.	85	.	-1
264026	17	70339081	70351277	10	719	2905	LINC02003	0	.	85	.	1
264029	17	26601683	26602742	0	706	2854	AC061975.3	0	.	85	.	-1
264032	11	111218482	111218549	9	526	2209	MIR4491	0	.	85	.	1
264034	3	16661028	16661125	9	132	574	AC010139.1	0	.	85	.	-1
264037	12	116866057	116866123	9	569	2382	MIR4472-2	0	.	85	.	-1
264038	17	43494179	43494272	9	710	2874	AC091132.2	0	.	85	.	-1
264039	5	135140194	135140282	9	269	1145	AC114296.1	0	.	85	.	-1
264040	18	65269929	65270259	7	739	3002	AC022662.1	0	.	85	.	-1
264042	13	42024148	42024235	9	587	2431	AL354833.3	0	.	85	.	1
264043	12	109171920	109174194	10	565	2373	SNORA40	0	.	85	.	-1
264045	7	102654703	102654802	9	355	1527	AC073127.1	0	.	85	.	1
264048	1	16010967	16011053	9	6	20	AL121992.1	0	.	85	.	1
264049	17	58120386	58120466	9	714	2891	MIR4737	0	.	85	.	-1
264050	17	27524089	27524803	7	706	2856	AC005412.3	0	.	85	.	-1
264051	2	71352653	71352722	9	82	362	AC007881.1	0	.	85	.	1
264052	5	140027429	140027511	9	271	1152	MIR3655	0	.	85	.	1
264054	18	64804848	64804988	7	739	3002	AC113195.1	0	.	85	.	-1
264055	21	33524217	33524320	9	791	3176	AP000261.1	0	.	85	.	1
264056	6	53141791	53141869	9	297	1275	MIR5685	0	.	85	.	1
264057	17	62923752	62930321	1	717	2897	AC103810.1	0	.	85	.	1
264058	17	38785049	38821393	5	709	2869	AC073508.2	0	.	85	.	-1
264059	18	68029359	68029459	9	740	3004	AC013558.1	0	.	85	.	-1
264060	17	75393066	75393136	9	722	2912	MIR4316	0	.	85	.	-1
264061	18	14888708	14890085	0	727	2942	FGF7P1	0	.	85	.	-1
264062	12	76118233	76118321	9	557	2336	AC131012.1	0	.	85	.	-1
264063	21	9826203	9826263	9	784	3151	MIR3687	0	.	85	.	1
264066	17	27188090	27188984	10	706	2855	AC024267.1	0	.	85	.	-1
264069	7	43190494	43190593	9	339	1460	MIR3943	0	.	85	.	1
264070	17	43663237	43664295	7	710	2874	AC126544.1	0	.	85	.	1
264072	18	10627643	10628843	10	726	2935;2936	AP001180.2	0	.	85	.	-1
264073	22	28316513	28316600	9	804	3213	MIR3199-2	0	.	85	.	-1
264074	2	165280035	165280116	9	108	456	AC110086.1	0	.	85	.	1
264075	2	128181113	128181194	9	96	421	MIR4783	0	.	85	.	-1
264076	10	93919329	93919429	9	482	2029	AL158040.1	0	.	85	.	1
264077	12	87138845	87138925	9	559	2347;2348	AC010196.1	0	.	85	.	-1
264079	16	54583215	54583308	9	687	2783	AC079412.1	0	.	85	.	-1
264080	18	1780330	1782065	10	723	2926	AP005057.1	0	.	85	.	1
264081	1	59230521	59230607	9	19	73	AL136985.1	0	.	85	.	-1
264083	17	30757986	30759860	10	706	2860;2861	AC005899.1	0	.	85	.	1
264084	3	85434860	85434942	9	150	657	MIR5688	0	.	85	.	1
264085	6	33406108	33406214	9	291	1248	MIR5004	0	.	85	.	1
264089	2	12339256	12339327	9	67	292	MIR3681	0	.	85	.	1
264090	23	29592395	29592475	9	820	3339	MIR4666B	0	.	85	.	1
264091	11	71513631	71513695	9	517	2164;2165	AP002495.1	0	.	85	.	-1
264093	17	65272234	65272467	7	718	2899	AC007448.1	0	.	85	.	-1
264094	8	43221856	43221930	9	383	1650	AC022616.1	0	.	85	.	-1
264095	11	74464519	74464629	9	517	2168	AP000560.1	0	.	85	.	-1
264097	3	8737735	8737803	9	129	563	AC034187.1	0	.	85	.	-1
264099	5	71465294	71465367	9	254	1077	MIR4803	0	.	85	.	1
264101	1	5922732	5922801	9	3	7	MIR4689	0	.	85	.	-1
264102	11	46397952	46398034	9	507	2129	MIR4688	0	.	85	.	1
264103	2	239991056	239991149	9	125	548	AC017028.3	0	.	85	.	-1
264104	18	65455505	65458272	7	739	3002	AC114689.1	0	.	85	.	-1
264105	4	160049954	160050046	9	226	966	MIR3688-2	0	.	85	.	-1
264106	4	4038811	4038914	9	188	797	AC116562.2	0	.	85	.	1
264108	18	73720073	73727816	10	742	3008	AC090457.1	0	.	85	.	-1
264109	15	50652526	50652607	9	657	2660;2661	MIR4712	0	.	85	.	1
264110	11	81601783	81601878	9	519	2175	MIR4300	0	.	85	.	-1
264112	17	56066400	56072211	10	713	2889	AC015813.1	0	.	85	.	-1
264114	3	188348429	188348490	9	186	776	AC063932.1	0	.	85	.	-1
264115	16	15248707	15248859	9	678	2745	hsa-mir-3180-4	0	.	85	.	-1
264119	3	87275339	87275427	9	151	659;660	MIR4795	0	.	85	.	-1
264120	23	151125155	151125250	9	851	3469	AF274855.1	0	.	85	.	-1
264121	6	6046676	6046777	9	282	1215	AL157775.1	0	.	85	.	1
264124	4	77775117	77775213	9	205	874	AC104687.1	0	.	85	.	1
264127	18	6926943	6928209	7	724	2931	SCML2P1	0	.	85	.	1
264129	5	96030235	96030335	9	259	1105	AC020900.2	0	.	85	.	1
264130	4	176959234	176959339	9	231	987	AC110794.1	0	.	85	.	-1
264131	18	62853395	62854254	10	739	2999	AC007631.1	0	.	85	.	1
264133	19	44167328	44167426	9	756	3058	AC006953.1	0	.	85	.	-1
264134	20	18526352	18526428	9	766	3097	AL121893.1	0	.	85	.	-1
264135	3	32557218	32557312	9	136	591	AC104306.2	0	.	85	.	1
264136	9	137742123	137742202	9	454	1924	MIR3689D2	0	.	85	.	-1
264137	4	155140061	155140145	9	225	961	AC079298.1	0	.	85	.	1
264138	17	27175878	27176610	0	706	2855	AC024267.2	0	.	85	.	1
264139	22	49937041	49937114	9	811	3243	MIR3667	0	.	85	.	-1
264141	22	31556048	31556105	9	805	3216	MIR3928	0	.	85	.	-1
264142	5	81274069	81274138	9	256	1090	AC114969.1	0	.	85	.	1
264144	8	144926240	144926325	9	411	1767	AC105049.1	0	.	85	.	1
264145	1	148902746	148903420	7	38	158;159	AC239859.4	0	.	85	.	1
264146	3	159540401	159540484	9	177	745	AC021654.1	0	.	85	.	-1
264147	22	46509446	46509537	9	809	3239	MIR4763	0	.	85	.	1
264148	17	29335172	29335337	7	706	2859	AC138207.3	0	.	85	.	-1
264149	18	19451407	19473957	10	730	2948	AC103987.2	0	.	85	.	-1
264150	18	2568391	2569121	7	723	2926;2927	AP005136.1	0	.	85	.	1
264151	18	24916343	25175128	10	730;731	2953;2954	AC090403.1	0	.	85	.	-1
264155	12	74411555	74411636	9	556	2333;2334	AC090015.1	0	.	85	.	-1
264157	2	97464015	97464090	9	89	389	MIR3127	0	.	85	.	1
264158	9	95290266	95290340	9	440	1866	MIR4670	0	.	85	.	-1
264160	22	46156404	46156478	9	809	3239	MIR4762	0	.	85	.	1
264163	9	137741971	137742118	9	454	1924	MIR3689B	0	.	85	.	-1
264164	17	30410198	30424084	2	706	2860	AC090616.2	0	.	85	.	1
264168	17	22024064	22025012	1	703	2850	MTND1P15	0	.	85	.	1
264171	13	40238171	40238272	9	587	2429;2430	MIR4305	0	.	85	.	-1
264172	17	25329687	25330285	7	705	2853	PDLIM1P3	0	.	85	.	-1
264173	15	93447629	93447705	9	671	2712	MIR3175	0	.	85	.	1
264174	17	33052528	33053189	10	707	2864	AC005552.1	0	.	85	.	-1
264175	19	18497372	18497444	9	747	3035	MIR3189	0	.	85	.	1
264176	17	10619319	10619828	2	701	2837	MAGOH2P	0	.	85	.	-1
264178	3	30179739	30179806	9	134	590	AC137674.1	0	.	85	.	1
264179	18	856527	857046	7	723	2926	AP000894.1	0	.	85	.	1
264181	1	11058233	11058320	9	5	13;14	AL713997.1	0	.	85	.	-1
264182	16	15252314	15252378	9	678	2745	AC126763.1	0	.	85	.	-1
264183	18	19356839	19356938	9	730	2948	AC091038.1	0	.	85	.	1
264184	23	24304662	24304794	9	818	3332	AC096509.1	0	.	85	.	1
264186	18	2990650	2991076	7	724	2927	SNRPCP4	0	.	85	.	1
264187	17	17105963	17140499	5	703	2842	AC055811.2	0	.	85	.	-1
264189	18	1927728	1929095	7	723	2926	AP005262.1	0	.	85	.	-1
264190	13	42142422	42142531	9	587	2431	MIR5006	0	.	85	.	-1
264193	18	23533180	23533432	7	730	2951	AC027229.1	0	.	85	.	-1
264194	17	10048831	10050277	5	701	2835	AC000003.2	0	.	85	.	1
264200	11	103720634	103720708	9	525	2201	MIR4693	0	.	85	.	1
264201	12	49165758	49165820	9	548	2297	MIR4701	0	.	85	.	-1
264203	16	85475029	85475098	9	696	2813	AC092377.1	0	.	85	.	-1
264204	10	51464464	51486201	0	472	1985	AGAP7P	0	.	85	.	-1
264206	6	51926413	51926504	9	296	1272;1273	AL590391.1	0	.	85	.	-1
264208	1	54519752	54519827	9	17	70	MIR4781	0	.	85	.	1
264209	3	48529745	48529838	9	141	613	AC104448.1	0	.	85	.	-1
264210	15	49461267	49461350	9	656	2660	MIR4716	0	.	86	.	-1
264211	11	118781417	118781496	9	528	2219	MIR4492	0	.	86	.	1
264212	18	73968846	73970292	10	742	3008	AC103808.1	0	.	86	.	1
264215	17	20691384	20692897	10	703	2848	AC126365.1	0	.	86	.	1
264217	10	51654978	51655307	7	472	1985	RPL35AP25	0	.	86	.	-1
264219	3	25706364	25706430	9	133	585;586	MIR4442	0	.	86	.	-1
264224	23	24716239	24716308	9	818	3332;3333	AC004655.1	0	.	86	.	1
264226	13	41675155	41675236	9	587	2431	MIR3168	0	.	86	.	-1
264231	8	47996975	47997049	9	384	1654	AC026241.1	0	.	86	.	1
264232	18	63091249	63114748	10	739	2999	LINC01916	0	.	86	.	1
264233	5	535955	535997	9	235	1004	MIR4456	0	.	86	.	-1
264234	14	38716912	38716980	9	620	2535	AL161751.1	0	.	86	.	1
264236	18	66659955	66660612	7	739	3003	AC096708.1	0	.	86	.	-1
264237	9	127112735	127112810	9	449	1909	AL137846.1	0	.	86	.	-1
264238	6	25203481	25203568	9	288	1236	AL590084.1	0	.	86	.	1
264239	1	71607658	71607751	9	22	87	AL360297.1	0	.	86	.	-1
264240	17	26004831	26005113	7	706	2854	CPDP1	0	.	86	.	-1
264241	6	35101231	35101315	9	292	1251	AL138721.1	0	.	86	.	1
264242	17	28880715	28885980	0	706	2858	AC011840.4	0	.	86	.	1
264243	17	45940708	45942556	10	711	2876	AC018521.3	0	.	86	.	1
264245	17	21477034	21477337	7	703	2849	AC233702.4	0	.	86	.	1
264246	18	4430945	4431152	7	724	2929	AP005208.1	0	.	86	.	1
264247	18	72259010	72265744	10	741	3007	LINC00909	0	.	86	.	-1
264248	10	323124	323248	9	455	1932	AL603831.1	0	.	86	.	1
264249	5	170813660	170813764	9	277	1189	MIR3912	0	.	86	.	-1
264254	18	5310395	5317663	10	724	2930	AP001496.1	0	.	86	.	1
264256	15	41167511	41167608	9	653	2650;2651	AC025166.1	0	.	86	.	1
264257	19	55297807	55301770	1	760	3071	KIR3DP1	0	.	86	.	1
264260	18	73921465	73927657	10	742	3008	LINC01893	0	.	86	.	1
264261	10	2495329	2495418	9	455	1934	AC024908.1	0	.	86	.	-1
264262	17	22176022	22191945	10	703	2850	AC131274.1	0	.	86	.	-1
264265	18	508568	515294	10	723	2924	LINC01925	0	.	86	.	-1
264266	19	10341089	10341161	9	744	3026	MIR4322	0	.	86	.	1
264267	2	34011105	34011205	9	73	314	AC069303.1	0	.	86	.	-1
264268	23	7065901	7065978	9	814	3317	MIR4767	0	.	86	.	1
264274	4	148703746	148703819	9	224	951	MIR4799	0	.	86	.	1
264277	17	54132148	54132247	9	713	2886	AC011073.1	0	.	86	.	1
264278	18	74506688	74534251	10	742	3009;3010	AC027575.2	0	.	86	.	-1
264279	2	240882432	240882511	9	125	548	MIR4786	0	.	86	.	-1
264281	5	55240484	55240561	7	249	1060	AC016596.1	0	.	86	.	1
264283	11	12366314	12366408	9	499	2092	AC025300.1	0	.	86	.	1
264284	23	134702492	134702591	9	847	3451	AL391380.1	0	.	86	.	-1
264286	1	160515438	160515535	9	43	174	AL138930.2	0	.	86	.	-1
264288	13	33911020	33911109	9	584	2423	AL138999.1	0	.	86	.	-1
264289	18	19494330	19494621	7	730	2948	AC103987.3	0	.	86	.	-1
264292	2	240273419	240273499	9	125	548	MIR2467	0	.	86	.	-1
264295	12	104985411	104985494	9	564	2368	MIR3922	0	.	86	.	1
264296	18	51668503	51668947	7	735	2984	AC090666.1	0	.	86	.	1
264297	2	64567893	64567973	9	81	352	MIR4433	0	.	86	.	1
264298	9	132240835	132240931	9	450	1916	AL353803.1	0	.	86	.	1
264300	17	30330129	30333707	2	706	2860	AC090616.3	0	.	86	.	-1
264301	18	14969000	14970467	10	727	2942	LINC01444	0	.	86	.	-1
264302	17	26687677	26687757	9	706	2854	MIR4723	0	.	86	.	1
264303	5	171197534	171197724	9	277	1189	AC011410.1	0	.	86	.	1
264306	3	46591996	46592047	9	141	609	AC104304.2	0	.	86	.	-1
264308	20	30865503	30865591	9	771	3108	AL121897.1	0	.	86	.	-1
264309	11	19781550	19781629	9	501	2102	MIR4694	0	.	86	.	-1
264310	9	78338661	78338746	9	433	1844	AL157883.1	0	.	86	.	-1
264311	18	10623873	10624302	7	726	2935;2936	CCDC58P1	0	.	86	.	-1
264314	17	40646791	40646848	9	709	2870	MIR548AT	0	.	86	.	1
264315	18	70285502	70286457	7	741	3005	HNRNPA1P11	0	.	86	.	1
264316	17	22029938	22030718	0	703	2850	MTCO3P13	0	.	86	.	1
264319	4	37243532	37243613	9	196	829	MIR4801	0	.	86	.	-1
264321	6	153665248	153665350	9	324	1383	AL358134.1	0	.	86	.	1
264323	4	147560413	147560495	9	223	950	AC093887.1	0	.	86	.	1
264324	2	74438731	74590504	5	84	366	AC006030.1	0	.	86	.	-1
264326	7	44921347	44921399	9	340	1463	MIR4657	0	.	86	.	-1
264327	3	53631903	53631994	9	143	619	AC024149.1	0	.	86	.	1
264329	9	130452966	130453074	9	450	1913	MIR3911	0	.	86	.	-1
264330	3	151283664	151283783	9	173	736	MIR5186	0	.	86	.	-1
264331	23	14093910	14094010	9	815	3325	AC003035.1	0	.	86	.	-1
264332	4	55877000	55877099	9	201	852	AC111194.1	0	.	86	.	-1
264333	19	58822283	58822368	9	761	3074	AC020915.1	0	.	86	.	-1
264334	18	75694976	75698566	10	742	3011	AC134978.1	0	.	86	.	-1
264336	2	111058889	111058970	9	93	403	AC140479.1	0	.	86	.	1
264338	23	125606792	125606865	9	844	3440;3441	AL359973.1	0	.	86	.	-1
264341	1	5624131	5624203	9	3	7	MIR4417	0	.	86	.	1
264342	5	89312438	89312537	9	258	1098	MIR3660	0	.	86	.	-1
264343	1	145209119	145291972	5	37	152;153	NOTCH2NL	1	.	86	.	1
264344	11	116886146	116886245	9	528	2215	AP000936.2	0	.	86	.	-1
264345	18	22513451	22567646	10	730	2951	LINC01894	0	.	86	.	-1
264349	1	154948169	154948259	9	39	166	MIR4258	0	.	86	.	1
264350	18	51933259	51933484	7	735	2985	AC090897.1	0	.	86	.	-1
