ENST00000450305	DDX11L1
ENST00000624327	AC004158.1
ENST00000408359	AC092289.1
ENST00000565278	KRT18P18
ENST00000624116	AC004943.3
ENST00000268489	ZFHX3
ENST00000397992	ZFHX3
ENST00000641206	ZFHX3
ENST00000584072	AC004943.1
ENST00000408872	AC132068.1
ENST00000604855	AC116667.1
ENST00000569990	HCCAT5
ENST00000642127	HCCAT5
ENST00000641075	AC116667.2
ENST00000577171	AC140912.1
ENST00000561802	AC140912.1
ENST00000642085	AC087565.3
ENST00000641018	AC087565.3
ENST00000555721	LINC01568
ENST00000641790	LINC01568
ENST00000554640	LINC01568
ENST00000562748	LINC01568
ENST00000567227	AC092114.1
ENST00000637695	AC087565.2
ENST00000565061	AC087565.1
ENST00000641751	AC092128.1
ENST00000641127	AC138627.1
ENST00000641872	AC138627.1
ENST00000641894	AC138627.1
ENST00000641560	AC138627.1
ENST00000568137	AC138627.1
ENST00000563335	AC009120.3
ENST00000561669	AC009120.5
ENST00000219313	PSMD7
ENST00000567958	PSMD7
ENST00000568615	PSMD7
ENST00000493458	AC009120.1
ENST00000564455	AC009120.4
ENST00000563377	AC009053.1
ENST00000563701	AC009053.2
ENST00000429990	NPIPB15
ENST00000614366	AC009053.4
ENST00000617101	CLEC18B
ENST00000619275	CLEC18B
ENST00000339953	CLEC18B
ENST00000620745	CLEC18B
ENST00000205061	GLG1
ENST00000422840	GLG1
ENST00000447066	GLG1
ENST00000627032	GLG1
ENST00000485799	AC009153.1
ENST00000604681	HSPE1P7
ENST00000361070	RFWD3
ENST00000571750	RFWD3
ENST00000575258	TMPOP2
ENST00000306247	MLKL
ENST00000308807	MLKL
ENST00000219368	FA2H
ENST00000577804	AC009132.1
ENST00000565194	AC009132.1
ENST00000262144	WDR59
ENST00000616369	WDR59
ENST00000536050	WDR59
ENST00000335325	ZNRF1
ENST00000320619	ZNRF1
ENST00000566250	ZNRF1
ENST00000567962	ZNRF1
ENST00000300051	LDHD
ENST00000450168	LDHD
ENST00000563098	AC099508.2
ENST00000570010	ZFP1
ENST00000568079	ZFP1
ENST00000464850	ZFP1
ENST00000332307	ZFP1
ENST00000393430	ZFP1
ENST00000567481	ZFP1
ENST00000474978	AC009078.1
ENST00000303037	CTRB2
ENST00000361017	CTRB1
ENST00000463353	AC009078.2
ENST00000393422	BCAR1
ENST00000162330	BCAR1
ENST00000535626	BCAR1
ENST00000538440	BCAR1
ENST00000418647	BCAR1
ENST00000542031	BCAR1
ENST00000420641	BCAR1
ENST00000393420	BCAR1
ENST00000546196	BCAR1
ENST00000283882	CFDP1
ENST00000567194	AC009163.4
ENST00000621929	AC009163.7
ENST00000357613	TMEM170A
ENST00000569540	TMEM170A
ENST00000561878	TMEM170A
ENST00000567796	TMEM170A
ENST00000566980	TMEM170A
ENST00000569276	TMEM170A
ENST00000332272	CHST6
ENST00000390664	CHST6
ENST00000612367	AC009163.6
ENST00000575421	AC009163.5
ENST00000460606	AC009163.2
ENST00000336257	CHST5
ENST00000258173	TMEM231
ENST00000568377	TMEM231
ENST00000565067	TMEM231
ENST00000621911	AC025287.2
ENST00000037243	GABARAPL2
ENST00000565057	GABARAPL2
ENST00000563744	GABARAPL2
ENST00000568455	GABARAPL2
ENST00000307921	ADAT1
ENST00000319410	KARS
ENST00000302445	KARS
ENST00000568378	KARS
ENST00000300086	TERF2IP
ENST00000640173	AC025287.4
ENST00000633875	DUXB
ENST00000398113	AC025287.1
ENST00000538623	AC025287.1
ENST00000567330	ATP5F1P7
ENST00000640559	AC009122.1
ENST00000567477	AC105430.1
ENST00000564561	AC099511.1
ENST00000563923	AC099511.1
ENST00000568714	AC010528.1
ENST00000478088	RPL18P13
ENST00000611870	CNTNAP4
ENST00000377504	CNTNAP4
ENST00000307431	CNTNAP4
ENST00000622250	CNTNAP4
ENST00000478060	CNTNAP4
ENST00000476707	CNTNAP4
ENST00000580124	AC010528.1
ENST00000563764	AC104151.1
ENST00000622310	AC108125.1
ENST00000512279	LINC02125
ENST00000567777	AC106729.1
ENST00000585233	MIR4719
ENST00000568646	AC106734.1
ENST00000248248	MON1B
ENST00000439557	MON1B
ENST00000545553	MON1B
ENST00000378644	SYCE1L
ENST00000282849	ADAMTS18
ENST00000401312	AC025284.1
ENST00000563289	LINC02131
ENST00000408299	AC092724.1
ENST00000613075	NUDT7
ENST00000564085	NUDT7
ENST00000268533	NUDT7
ENST00000568787	NUDT7
ENST00000437314	NUDT7
ENST00000563839	NUDT7
ENST00000302536	VAT1L
ENST00000567559	AC010650.1
ENST00000299642	CLEC3A
ENST00000562317	KRT8P22
ENST00000567157	AC079414.2
ENST00000566780	WWOX
ENST00000627394	WWOX
ENST00000402655	WWOX
ENST00000406884	WWOX
ENST00000539474	WWOX
ENST00000569818	WWOX
ENST00000355860	WWOX
ENST00000408984	WWOX
ENST00000620008	WWOX
ENST00000566307	LSM3P5
ENST00000488662	RPS3P7
ENST00000594986	PIH1
ENST00000569677	AC092376.1
ENST00000569938	AC084064.1
ENST00000569649	MAF
ENST00000326043	MAF
ENST00000393350	MAF
ENST00000617603	AC009159.2
ENST00000615570	AC009159.3
ENST00000618386	AC009159.1
ENST00000408403	AC009159.1
ENST00000561510	LINC01229
ENST00000568751	LINC01229
ENST00000562921	MAFTRR
ENST00000567993	MAFTRR
ENST00000568389	MAFTRR
ENST00000567966	LINC01228
ENST00000565531	AC092130.1
ENST00000567851	AC022166.1
ENST00000566030	AC022166.2
ENST00000562982	DYNLRB2
ENST00000305904	DYNLRB2
ENST00000568035	DYNLRB2
ENST00000567317	LINC01227
ENST00000561719	LINC01227
ENST00000570137	CDYL2
ENST00000562812	CDYL2
ENST00000563890	CDYL2
ENST00000566173	CDYL2
ENST00000578212	AC092332.1
ENST00000562231	LINC02170
ENST00000561519	LINC02170
ENST00000219400	CMC2
ENST00000570195	CMC2
ENST00000486645	CMC2
ENST00000564249	CMC2
ENST00000565650	CMC2
ENST00000565914	CMC2
ENST00000565925	CMC2
ENST00000565108	CMC2
ENST00000564174	CMC2
ENST00000562713	CMC2
ENST00000630396	CMC2
ENST00000305850	CENPN
ENST00000299572	CENPN
ENST00000439957	CENPN
ENST00000393335	CENPN
ENST00000428963	CENPN
ENST00000640345	AC092718.8
ENST00000299575	ATMIN
ENST00000564241	ATMIN
ENST00000566488	ATMIN
ENST00000378611	C16orf46
ENST00000299578	C16orf46
ENST00000564536	AC092718.3
ENST00000501068	AC092718.1
ENST00000315467	GCSH
ENST00000639689	GCSH
ENST00000639169	GCSH
ENST00000533478	PKD1L2
ENST00000525539	PKD1L2
ENST00000531391	PKD1L2
ENST00000337114	PKD1L2
ENST00000527937	PKD1L2
ENST00000258168	BCO1
ENST00000564552	BCO1
ENST00000568107	GAN
ENST00000581455	MIR4720
ENST00000563750	AC092139.2
ENST00000537098	CMIP
ENST00000539778	CMIP
ENST00000621537	CMIP
ENST00000566513	CMIP
ENST00000398040	CMIP
ENST00000566462	CMIP
ENST00000567149	AC092139.1
ENST00000565272	AC099524.1
ENST00000562180	AC099524.1
ENST00000568131	AC099524.1
ENST00000569731	AC099524.1
ENST00000564138	PLCG2
ENST00000359376	PLCG2
ENST00000614642	AC092142.2
ENST00000328945	SDR42E1
ENST00000199936	HSD17B2
ENST00000577313	AC138304.1
ENST00000566728	MTCYBP28
ENST00000258169	MPHOSPH6
ENST00000563504	MPHOSPH6
ENST00000569021	MPHOSPH6
ENST00000563841	AC138304.1
ENST00000583568	AC024590.1
ENST00000563948	AC009117.1
ENST00000568136	AC009117.3
ENST00000563825	AC009117.3
ENST00000565374	AC009117.2
ENST00000567109	CDH13
ENST00000268613	CDH13
ENST00000565636	CDH13
ENST00000431540	CDH13
ENST00000428848	CDH13
ENST00000567445	CDH13
ENST00000408468	AC099506.1
ENST00000410367	AC009142.1
ENST00000580839	MIR3182
ENST00000433866	HSBP1
ENST00000570259	HSBP1
ENST00000262430	MLYCD
ENST00000561562	AC009119.2
ENST00000361711	OSGIN1
ENST00000343939	OSGIN1
ENST00000393306	OSGIN1
ENST00000565123	OSGIN1
ENST00000305202	NECAB2
ENST00000565691	NECAB2
ENST00000299709	SLC38A8
ENST00000343411	MBTPS1
ENST00000563242	AC040169.2
ENST00000219439	HSDL1
ENST00000434463	HSDL1
ENST00000378553	DNAAF1
ENST00000541676	TAF1C
ENST00000341690	TAF1C
ENST00000567759	TAF1C
ENST00000566732	TAF1C
ENST00000570117	TAF1C
ENST00000268624	ADAD2
ENST00000315906	ADAD2
ENST00000308251	KCNG4
ENST00000568181	KCNG4
ENST00000563772	AC010551.3
ENST00000219454	WFDC1
ENST00000568638	WFDC1
ENST00000613603	WFDC1
ENST00000568458	AC010551.1
ENST00000262429	ATP2C2
ENST00000416219	ATP2C2
ENST00000343629	TLDC1
ENST00000262428	COTL1
ENST00000564057	COTL1
ENST00000564996	KLHL36
ENST00000258157	KLHL36
ENST00000219473	USP10
ENST00000570191	USP10
ENST00000262424	CRISPLD2
ENST00000567845	CRISPLD2
ENST00000564567	CRISPLD2
ENST00000569090	CRISPLD2
ENST00000584136	AC025280.1
ENST00000569104	LINC02176
ENST00000313732	ZDHHC7
ENST00000564466	ZDHHC7
ENST00000258180	KIAA0513
ENST00000538274	KIAA0513
ENST00000566428	KIAA0513
ENST00000567328	KIAA0513
ENST00000539556	FAM92B
ENST00000629253	FAM92B
ENST00000612023	LINC02139
ENST00000621095	AC026469.1
ENST00000405402	GSE1
ENST00000253458	GSE1
ENST00000393243	GSE1
ENST00000603667	COX6CP16
ENST00000366314	LINC00311
ENST00000583199	MIR5093
ENST00000582003	AC092377.1
ENST00000620845	AC133540.1
ENST00000602862	AC092127.2
ENST00000567093	AC092127.1
ENST00000253462	GINS2
ENST00000602719	C16orf74
ENST00000602583	C16orf74
ENST00000602675	C16orf74
ENST00000284245	C16orf74
ENST00000602914	C16orf74
ENST00000602766	C16orf74
ENST00000410258	MIR1910
ENST00000253457	EMC8
ENST00000435200	EMC8
ENST00000568794	COX4I1
ENST00000253452	COX4I1
ENST00000562336	COX4I1
ENST00000561569	COX4I1
ENST00000564903	COX4I1
ENST00000605872	AC018695.5
ENST00000484096	AC018695.1
ENST00000268638	IRF8
ENST00000563180	IRF8
ENST00000562492	IRF8
ENST00000598933	LINC02132
ENST00000599411	AC092723.1
ENST00000563931	AC135012.1
ENST00000600234	AC135012.2
ENST00000599841	AC135012.3
ENST00000601250	LINC01082
ENST00000602425	AC040170.1
ENST00000597373	LINC01081
ENST00000599486	LINC02135
ENST00000601556	LINC00917
ENST00000595705	AC092327.2
ENST00000596612	AC092327.1
ENST00000595886	FENDRR
ENST00000599749	FENDRR
ENST00000262426	FOXF1
ENST00000602739	AC009108.3
ENST00000473913	AC009108.1
ENST00000360900	MTHFSD
ENST00000546093	MTHFSD
ENST00000634347	MTHFSD
ENST00000543303	MTHFSD
ENST00000381214	MTHFSD
ENST00000320354	FOXC2
ENST00000320241	FOXL1
ENST00000566485	AC009108.2
ENST00000565822	AC009154.1
ENST00000621177	AC009154.2
ENST00000563331	LINC02189
ENST00000569740	LINC02188
ENST00000562064	LINC02188
ENST00000566109	AC093519.1
ENST00000430050	LINC02181
ENST00000566798	AC106745.1
ENST00000618367	C16orf95
ENST00000253461	C16orf95
ENST00000567970	C16orf95
ENST00000566092	AC136285.1
ENST00000465012	AC010531.2
ENST00000568879	AC010531.1
ENST00000311635	FBXO31
ENST00000618298	FBXO31
ENST00000268607	MAP1LC3B
ENST00000565788	MAP1LC3B
ENST00000268616	ZCCHC14
ENST00000610567	AC105429.2
ENST00000562466	AC092720.1
ENST00000565824	AC092720.1
ENST00000563921	AC092720.1
ENST00000284262	JPH3
ENST00000538868	AC010536.1
ENST00000446344	KLHDC4
ENST00000353170	KLHDC4
ENST00000347925	KLHDC4
ENST00000270583	KLHDC4
ENST00000622456	KLHDC4
ENST00000563993	AC126696.3
ENST00000570159	AC126696.3
ENST00000561567	AC126696.1
ENST00000565644	SLC7A5
ENST00000261622	SLC7A5
ENST00000309893	CA5A
ENST00000604757	AC133539.2
ENST00000565496	AC127455.1
ENST00000286122	BANP
ENST00000479780	BANP
ENST00000393208	BANP
ENST00000626016	BANP
ENST00000355022	BANP
ENST00000538234	BANP
ENST00000393207	BANP
ENST00000568267	AC134312.4
ENST00000566155	AC134312.3
ENST00000378417	AC134312.1
ENST00000563521	AC134312.2
ENST00000568031	AC134312.5
ENST00000562705	AC134312.5
ENST00000568587	AC134312.6
ENST00000569362	LINC02182
ENST00000563190	AC138512.1
ENST00000565624	ZNF469
ENST00000437464	ZNF469
ENST00000319555	ZFPM1
ENST00000569086	ZFPM1
ENST00000563351	ZFPM1
ENST00000562437	ZFPM1
ENST00000577370	MIR5189
ENST00000301011	ZC3H18
ENST00000452588	ZC3H18
ENST00000244241	IL17C
ENST00000261623	CYBA
ENST00000567174	CYBA
ENST00000569359	CYBA
ENST00000301012	MVD
ENST00000332281	SNAI3
ENST00000312838	RNF166
ENST00000537718	RNF166
ENST00000541206	RNF166
ENST00000568683	RNF166
ENST00000567844	RNF166
ENST00000453996	CTU2
ENST00000312060	CTU2
ENST00000567949	CTU2
ENST00000301015	PIEZO1
ENST00000327397	PIEZO1
ENST00000578292	MIR4722
ENST00000301019	CDT1
ENST00000378364	APRT
ENST00000426324	APRT
ENST00000563655	APRT
ENST00000268695	GALNS
ENST00000568311	GALNS
ENST00000569433	GALNS
ENST00000593752	AC092384.1
ENST00000564365	TRAPPC2L
ENST00000567895	TRAPPC2L
ENST00000301021	TRAPPC2L
ENST00000625770	TRAPPC2L
ENST00000565504	TRAPPC2L
ENST00000567312	TRAPPC2L
ENST00000568583	TRAPPC2L
ENST00000561840	TRAPPC2L
ENST00000419291	PABPN1L
ENST00000411789	PABPN1L
ENST00000327483	CBFA2T3
ENST00000268679	CBFA2T3
ENST00000562040	AC135782.2
ENST00000537498	AC135782.1
ENST00000317447	ACSF3
ENST00000614302	ACSF3
ENST00000406948	ACSF3
ENST00000378345	ACSF3
ENST00000562248	LINC00304
ENST00000321214	LINC00304
ENST00000565008	LINC00304
ENST00000378340	LINC02138
ENST00000289746	CDH15
ENST00000614943	SLC22A31
ENST00000562855	SLC22A31
ENST00000433976	ZNF778
ENST00000620195	ZNF778
ENST00000306502	ZNF778
ENST00000378330	ANKRD11
ENST00000301030	ANKRD11
ENST00000613312	ANKRD11
ENST00000563291	ANKRD11
ENST00000605168	AC092120.3
ENST00000268704	SPG7
ENST00000341316	SPG7
ENST00000311528	RPL13
ENST00000567815	RPL13
ENST00000452368	RPL13
ENST00000393099	RPL13
ENST00000268720	CPNE7
ENST00000319518	CPNE7
ENST00000421184	DPEP1
ENST00000393092	DPEP1
ENST00000261615	DPEP1
ENST00000397901	CHMP1A
ENST00000535997	CHMP1A
ENST00000550102	CHMP1A
ENST00000301031	SPATA33
ENST00000579310	SPATA33
ENST00000611218	SPATA33
ENST00000568929	SPATA33
ENST00000331006	CDK10
ENST00000353379	CDK10
ENST00000505473	CDK10
ENST00000625631	CDK10
ENST00000617879	CDK10
ENST00000567544	LINC02166
ENST00000289805	SPATA2L
ENST00000335360	SPATA2L
ENST00000561976	VPS9D1
ENST00000389386	VPS9D1
ENST00000289816	ZNF276
ENST00000568064	ZNF276
ENST00000443381	ZNF276
ENST00000389301	FANCA
ENST00000568369	FANCA
ENST00000389302	FANCA
ENST00000563673	FANCA
ENST00000534992	FANCA
ENST00000543736	FANCA
ENST00000393062	SPIRE2
ENST00000378247	SPIRE2
ENST00000563972	SPIRE2
ENST00000263347	TCF25
ENST00000263346	TCF25
ENST00000614813	TCF25
ENST00000555427	MC1R
ENST00000639847	MC1R
ENST00000555147	MC1R
ENST00000556922	AC092143.1
ENST00000554444	TUBB3
ENST00000625617	TUBB3
ENST00000315491	TUBB3
ENST00000555576	TUBB3
ENST00000554336	TUBB3
ENST00000553967	TUBB3
ENST00000563594	DEF8
ENST00000610455	DEF8
ENST00000617948	DEF8
ENST00000268676	DEF8
ENST00000569453	DEF8
ENST00000418391	DEF8
ENST00000567874	DEF8
ENST00000570182	DEF8
ENST00000563795	DEF8
ENST00000314994	CENPBD1
ENST00000557444	AFG3L1P
ENST00000304733	DBNDD1
ENST00000002501	DBNDD1
ENST00000392973	DBNDD1
ENST00000568838	DBNDD1
ENST00000536122	GAS8
ENST00000268699	GAS8
ENST00000620723	GAS8
ENST00000610227	URAHP
ENST00000449207	PRDM7
ENST00000567960	TUBB8P7
ENST00000563357	FAM157C
ENST00000570230	FAM157C
ENST00000562203	AC133919.1
ENST00000565965	AC133919.2
ENST00000563515	AC133919.2
ENST00000621799	LINC02193
ENST00000568418	LINC02193
ENST00000566864	LINC02193
ENST00000621407	AC133919.3
ENST00000583926	AC108004.5
ENST00000613549	DOC2B
ENST00000576171	LINC02091
ENST00000618002	RPH3AL
ENST00000331302	RPH3AL
ENST00000323434	RPH3AL
ENST00000536489	RPH3AL
ENST00000360127	C17orf97
ENST00000571106	C17orf97
ENST00000329099	RFLNB
ENST00000437048	VPS53
ENST00000574029	VPS53
ENST00000291074	VPS53
ENST00000571805	VPS53
ENST00000401468	VPS53
ENST00000574104	AC027455.1
ENST00000479057	RPS4XP17
ENST00000308278	FAM57A
ENST00000572018	FAM57A
ENST00000301324	FAM57A
ENST00000319004	GEMIN4
ENST00000576778	GEMIN4
ENST00000437269	GEMIN4
ENST00000453414	DBIL5P
ENST00000301329	GLOD4
ENST00000536578	GLOD4
ENST00000301328	GLOD4
ENST00000628529	GLOD4
ENST00000625892	GLOD4
ENST00000304478	MRM3
ENST00000612517	AC087392.5
ENST00000575801	NXN
ENST00000336868	NXN
ENST00000537628	NXN
ENST00000570544	AC036164.1
ENST00000577885	AC015884.1
ENST00000327158	TIMM22
ENST00000302538	ABR
ENST00000544583	ABR
ENST00000572441	ABR
ENST00000574437	ABR
ENST00000291107	ABR
ENST00000543210	ABR
ENST00000536794	ABR
ENST00000578566	MIR3183
ENST00000618967	AC016292.2
ENST00000575911	AC144836.1
ENST00000391429	BHLHA9
ENST00000333813	TUSC5
ENST00000264335	YWHAE
ENST00000571732	YWHAE
ENST00000573026	YWHAE
ENST00000575977	YWHAE
ENST00000398970	CRK
ENST00000300574	CRK
ENST00000574295	CRK
ENST00000359786	MYO1C
ENST00000438665	MYO1C
ENST00000575158	MYO1C
ENST00000361007	MYO1C
ENST00000545534	MYO1C
ENST00000421807	INPP5K
ENST00000406424	INPP5K
ENST00000320345	INPP5K
ENST00000313486	PITPNA
ENST00000539476	PITPNA
ENST00000301335	SLC43A2
ENST00000571650	SLC43A2
ENST00000412517	SLC43A2
ENST00000263071	SCARF1
ENST00000348987	SCARF1
ENST00000571272	SCARF1
ENST00000301336	RILP
ENST00000304992	PRPF8
ENST00000572621	PRPF8
ENST00000330676	TLCD2
ENST00000334146	MIR22HG
ENST00000574306	MIR22HG
ENST00000571595	MIR22HG
ENST00000573127	MIR22HG
ENST00000577164	MIR22HG
ENST00000437219	WDR81
ENST00000309182	WDR81
ENST00000446363	WDR81
ENST00000419248	WDR81
ENST00000409644	WDR81
ENST00000324015	SERPINF2
ENST00000450523	SERPINF2
ENST00000382061	SERPINF2
ENST00000254722	SERPINF1
ENST00000305513	SMYD4
ENST00000254719	RPA1
ENST00000582190	AC130689.1
ENST00000451056	AC130689.1
ENST00000331238	RTN4RL1
ENST00000263083	DPH1
ENST00000570477	DPH1
ENST00000572195	OVCA2
ENST00000572790	AC090617.6
ENST00000399849	HIC1
ENST00000619757	HIC1
ENST00000322941	HIC1
ENST00000263073	SMG6
ENST00000354901	SMG6
ENST00000536871	SMG6
ENST00000573670	AC090617.3
ENST00000344595	SRR
ENST00000576848	SRR
ENST00000575692	HNRNPA1P16
ENST00000301364	TSR1
ENST00000576112	TSR1
ENST00000268989	SGSM2
ENST00000426855	SGSM2
ENST00000574563	SGSM2
ENST00000174618	MNT
ENST00000575394	MNT
ENST00000263092	METTL16
ENST00000609667	AC006435.1
ENST00000576035	EIF4A1P9
ENST00000397195	PAFAH1B1
ENST00000571429	SAMD11P1
ENST00000608984	AC005696.3
ENST00000435359	CLUH
ENST00000570628	CLUH
ENST00000614400	AC005696.4
ENST00000408273	MIR1253
ENST00000609567	hsa-mir-1253
ENST00000637138	RAP1GAP2
ENST00000540393	RAP1GAP2
ENST00000254695	RAP1GAP2
ENST00000366401	RAP1GAP2
ENST00000542807	RAP1GAP2
ENST00000575751	OR1D5
ENST00000641833	OR1D2
ENST00000641064	OR1D2
ENST00000331459	OR1D2
ENST00000575608	OR1E3
ENST00000328890	OR1G1
ENST00000572821	AC090282.1
ENST00000575487	AC090282.1
ENST00000571766	OR1P1
ENST00000381951	OR1A2
ENST00000641322	OR1A1
ENST00000641732	OR1A1
ENST00000304094	OR1A1
ENST00000525719	OR1D4
ENST00000573526	AC090282.2
ENST00000641164	OR3A2
ENST00000642052	OR3A2
ENST00000408891	OR3A2
ENST00000323404	OR3A1
ENST00000615105	OR3A1
ENST00000323164	OR3A4P
ENST00000589072	AC087498.2
ENST00000572493	AC087498.1
ENST00000322608	OR1E1
ENST00000291231	OR3A3
ENST00000248384	OR1E2
ENST00000397168	SPATA22
ENST00000572969	SPATA22
ENST00000355380	SPATA22
ENST00000575375	SPATA22
ENST00000573128	SPATA22
ENST00000541913	SPATA22
ENST00000268981	SPATA22
ENST00000456349	ASPA
ENST00000263080	ASPA
ENST00000616411	TRPV3
ENST00000301365	TRPV3
ENST00000576742	TRPV3
ENST00000572519	TRPV3
ENST00000399759	TRPV1
ENST00000571088	TRPV1
ENST00000572705	TRPV1
ENST00000399756	TRPV1
ENST00000425167	TRPV1
ENST00000576351	TRPV1
ENST00000310522	TRPV1
ENST00000572919	AC027796.3
ENST00000225519	SHPK
ENST00000575326	AC027796.2
ENST00000046640	CTNS
ENST00000381870	CTNS
ENST00000399306	CTNS
ENST00000611779	TAX1BP3
ENST00000225525	TAX1BP3
ENST00000550383	P2RX5-TAX1BP3
ENST00000486753	AC132942.1
ENST00000248378	EMC6
ENST00000397133	EMC6
ENST00000552276	P2RX5
ENST00000551178	P2RX5
ENST00000547178	P2RX5
ENST00000225328	P2RX5
ENST00000345901	P2RX5
ENST00000552050	P2RX5
ENST00000263087	ITGAE
ENST00000325418	HASPIN
ENST00000389005	NCBP3
ENST00000381769	CAMKK1
ENST00000348335	CAMKK1
ENST00000158166	CAMKK1
ENST00000225538	P2RX1
ENST00000309890	ATP2A3
ENST00000397041	ATP2A3
ENST00000397035	ATP2A3
ENST00000359983	ATP2A3
ENST00000352011	ATP2A3
ENST00000397043	ATP2A3
ENST00000571890	LINC01975
ENST00000381638	ZZEF1
ENST00000575251	CYB5D2
ENST00000301391	CYB5D2
ENST00000573984	CYB5D2
ENST00000341657	ANKFY1
ENST00000570535	ANKFY1
ENST00000574367	ANKFY1
ENST00000575880	AC087742.1
ENST00000616113	AC087742.2
ENST00000396981	UBE2G1
ENST00000572484	UBE2G1
ENST00000576210	MFSD1P1
ENST00000355530	SPNS3
ENST00000329078	SPNS2
ENST00000381556	MYBBP1A
ENST00000254718	MYBBP1A
ENST00000301395	GGT6
ENST00000574154	GGT6
ENST00000381550	GGT6
ENST00000573591	GGT6
ENST00000574133	AC118754.2
ENST00000575018	TXNP4
ENST00000338859	SMTNL2
ENST00000389313	SMTNL2
ENST00000573270	LINC01996
ENST00000570836	ALOX15
ENST00000293761	ALOX15
ENST00000574640	ALOX15
ENST00000572293	PELP1
ENST00000574876	PELP1
ENST00000301396	PELP1
ENST00000436683	PELP1
ENST00000466297	AC091153.1
ENST00000269260	ARRB2
ENST00000574954	ARRB2
ENST00000346341	ARRB2
ENST00000572457	ARRB2
ENST00000381488	ARRB2
ENST00000412477	ARRB2
ENST00000575877	ARRB2
ENST00000571206	ARRB2
ENST00000575284	MED11
ENST00000573708	MED11
ENST00000293777	MED11
ENST00000293778	CXCL16
ENST00000574412	CXCL16
ENST00000269289	ZMYND15
ENST00000433935	ZMYND15
ENST00000592813	ZMYND15
ENST00000573751	ZMYND15
ENST00000270560	TM4SF5
ENST00000441199	VMO1
ENST00000416307	VMO1
ENST00000328739	VMO1
ENST00000354194	VMO1
ENST00000331264	GLTPD2
ENST00000614486	PSMB6
ENST00000270586	PSMB6
ENST00000635921	AC233723.1
ENST00000263088	PLD2
ENST00000572940	PLD2
ENST00000355280	MINK1
ENST00000347992	MINK1
ENST00000453408	MINK1
ENST00000482495	ATP6V0CP1
ENST00000293780	CHRNE
ENST00000521575	C17orf107
ENST00000381365	C17orf107
ENST00000329125	GP1BA
ENST00000611961	GP1BA
ENST00000225665	SLC25A11
ENST00000544061	SLC25A11
ENST00000571816	RNF167
ENST00000572430	RNF167
ENST00000262482	RNF167
ENST00000575111	RNF167
ENST00000576229	RNF167
ENST00000225655	PFN1
ENST00000574872	PFN1
ENST00000323997	ENO3
ENST00000519584	ENO3
ENST00000518175	ENO3
ENST00000575142	SPAG7
ENST00000206020	SPAG7
ENST00000573366	SPAG7
ENST00000414043	CAMTA2
ENST00000361571	CAMTA2
ENST00000572543	CAMTA2
ENST00000381311	CAMTA2
ENST00000348066	CAMTA2
ENST00000355025	INCA1
ENST00000575780	INCA1
ENST00000576820	INCA1
ENST00000574617	INCA1
ENST00000320785	KIF1C
ENST00000254853	SLC52A1
ENST00000512825	SLC52A1
ENST00000424747	SLC52A1
ENST00000576545	AC012146.2
ENST00000318833	ZFP3
ENST00000575898	ZNF232
ENST00000250076	ZNF232
ENST00000574788	USP6
ENST00000250066	USP6
ENST00000575546	AC012146.4
ENST00000399604	ZNF594
ENST00000575779	ZNF594
ENST00000574081	SCIMP
ENST00000399600	SCIMP
ENST00000571800	SCIMP
ENST00000574297	SCIMP
ENST00000575056	AC087500.2
ENST00000537505	RABEP1
ENST00000341923	RABEP1
ENST00000573584	NUP88
ENST00000536255	RPAIN
ENST00000381209	RPAIN
ENST00000381208	RPAIN
ENST00000327154	RPAIN
ENST00000405578	RPAIN
ENST00000574003	RPAIN
ENST00000225698	C1QBP
ENST00000574444	C1QBP
ENST00000225296	DHX33
ENST00000433302	DHX33
ENST00000571506	AC004148.1
ENST00000158771	DERL2
ENST00000572834	DERL2
ENST00000570848	DERL2
ENST00000611091	MIS12
ENST00000573759	MIS12
ENST00000381165	MIS12
ENST00000262467	NLRP1
ENST00000613500	NLRP1
ENST00000571451	NLRP1
ENST00000269280	NLRP1
ENST00000572272	NLRP1
ENST00000354411	NLRP1
ENST00000577119	NLRP1
ENST00000619223	NLRP1
ENST00000617618	NLRP1
ENST00000345221	NLRP1
ENST00000634467	AC055839.1
ENST00000576249	AC006236.1
ENST00000574946	WSCD1
ENST00000573634	WSCD1
ENST00000317744	WSCD1
ENST00000574232	WSCD1
ENST00000539421	WSCD1
ENST00000571142	AC005668.1
ENST00000381129	AIPL1
ENST00000250087	AIPL1
ENST00000574506	AIPL1
ENST00000575265	AIPL1
ENST00000570466	AIPL1
ENST00000576776	AIPL1
ENST00000576307	AIPL1
ENST00000571740	AIPL1
ENST00000570978	AC055872.1
ENST00000572447	PIMREG
ENST00000250056	PIMREG
ENST00000571373	PIMREG
ENST00000570337	PIMREG
ENST00000572595	PIMREG
ENST00000576056	PIMREG
ENST00000421306	PITPNM3
ENST00000262483	PITPNM3
ENST00000361413	KIAA0753
ENST00000572370	KIAA0753
ENST00000634965	AC004706.4
ENST00000250101	TXNDC17
ENST00000570330	TXNDC17
ENST00000574838	TXNDC17
ENST00000225728	MED31
ENST00000575197	MED31
ENST00000574128	MED31
ENST00000542475	C17orf100
ENST00000576138	AC004706.1
ENST00000582609	MIR4520A
ENST00000433363	SLC13A5
ENST00000293800	SLC13A5
ENST00000381074	SLC13A5
ENST00000573648	SLC13A5
ENST00000576277	AC004706.2
ENST00000492507	RPL23AP73
ENST00000346752	XAF1
