tadIndex	chromosomeIndex	startPos	endPos	cytobandIndices	geneIndices
5963	25	24147692	24153531	863	-1
5964	25	24153551	24155394	863	-1
5965	25	24155414	24156662	863	-1
5966	25	24156682	24160792	863	-1
5967	25	24160812	24163880	863	-1
5968	25	24163900	24165004	863	-1
5969	25	24165024	24166940	863	-1
5970	25	24166960	24176253	863	-1
5971	25	24176273	24205020	863	-1
5972	25	24205040	24212634	863	-1
5973	25	24212654	24217417	863	-1
5974	25	24217437	24230689	863	-1
5975	25	24230709	24243424	863	-1
5976	25	24243444	24305968	863	-1
5977	25	24305988	24317617	863	-1
5978	25	24317637	24369287	863	-1
5979	25	24369307	24474675	863	-1
5980	25	24474695	24514224	863	-1
5981	25	24514244	24524090	863	-1
5982	25	24524110	24529882	863	-1
5983	25	24529902	24531133	863	-1
5984	25	24531153	24535973	863	-1
5985	25	24535993	24540160	863	-1
5986	25	24540180	24544135	863	-1
5987	25	24544155	24548216	863	-1
5988	25	24548236	24552494	863	-1
5989	25	24552514	24556660	863	-1
5990	25	24556680	24560728	863	-1
5991	25	24560748	24564042	863	-1
5992	25	24564062	24567821	863	-1
5993	25	24567841	24572411	863	-1
5994	25	24572431	24573879	863	-1
5995	25	24573899	24576009	863	-1
5996	25	24576029	24578710	863	-1
5997	25	24578730	24580638	863	-1
5998	25	24580658	24582204	863	-1
5999	25	24582224	24596658	863	-1
6000	25	24596678	24600008	863	-1
6001	25	24600028	24604090	863	-1
6002	25	24604110	24610247	863	-1
6003	25	24610267	24616835	863	-1
6004	25	24616855	24665151	863	-1
6005	25	24665171	24672014	863	-1
6006	25	24672034	24675121	863	-1
6007	25	24675141	24677538	863	-1
6008	25	24677558	24679027	863	-1
6009	25	24679047	24680347	863	-1
6010	25	24680367	24683339	863	-1
6011	25	24683359	24686328	863	-1
6012	25	24686348	24734844	863	-1
6013	25	24734864	24743449	863	-1
6014	25	24743469	24770656	863	-1
6015	25	24770676	24779310	863	-1
6016	25	24779330	24782759	863	-1
6017	25	24782779	24787220	863	-1
6018	25	24787240	24790468	863	-1
6019	25	24790488	24801132	863	-1
6020	25	24801152	24811092	863	-1
6021	25	24811112	24812898	863	-1
6022	25	24812918	24843562	863	-1
6023	25	24843582	24866087	863	-1
6024	25	24866107	24881919	863	-1
6025	25	24881939	24895413	863	-1
6026	25	24895433	24965133	863	-1
6027	25	24965153	24979443	863	-1
6028	25	24979463	25018921	863	-1
6029	25	25018941	25035515	863	-1
6030	25	25035535	25038939	863	-1
6031	25	25038959	25045065	863	-1
6032	25	25045085	25051171	863	-1
6033	25	25051191	25052931	863	-1
6034	25	25052951	25059042	863	-1
6035	25	25059062	25060428	863	-1
6036	25	25060448	25074982	863	-1
6037	25	25075002	25078283	863	-1
6038	25	25078303	25080636	863	-1
6039	25	25080656	25084046	863	-1
6040	25	25084066	25091710	863	-1
6041	25	25091730	25095943	863	-1
6042	25	25095963	25098291	863	-1
6043	25	25098311	25101646	863	-1
6044	25	25101666	25104023	863	-1
6045	25	25104043	25106872	863	-1
6046	25	25106892	25108010	863	-1
6047	25	25108030	25110138	863	-1
6048	25	25110158	25112346	863	-1
6049	25	25112366	25113399	863	-1
6050	25	25113419	25117720	863	-1
6051	25	25117740	25120807	863	-1
6052	25	25120827	25123792	863	-1
6053	25	25123812	25127064	863	-1
6054	25	25127084	25131289	863	-1
6055	25	25131309	25139907	863	-1
6056	25	25139927	25146304	863	-1
6057	25	25146324	25151775	863	-1
6058	25	25151795	25195172	863	-1
6059	25	25195192	25307016	863	-1
6060	25	25307036	25356171	863	-1
6061	25	25356191	25383327	863	-1
6062	25	25383347	25390323	863	-1
6063	25	25390343	25393549	863	-1
6064	25	25393569	25395547	863	-1
6065	25	25395567	25400504	863	-1
6066	25	25400524	25405920	863	-1
6067	25	25405940	25408500	863	-1
6068	25	25408520	25410760	863	-1
6069	25	25410780	25414460	863	-1
6070	25	25414480	25419155	863	-1
6071	25	25419175	25421147	863	-1
6072	25	25421167	25423555	863	-1
6073	25	25423575	25427318	863	-1
6074	25	25427338	25433169	863	-1
6075	25	25433189	25434421	863	-1
6076	25	25434441	25438520	863	-1
6077	25	25438540	25439628	863	-1
6078	25	25439648	25440970	863	-1
6079	25	25440990	25443398	863	-1
6080	25	25443418	25446956	863	-1
6081	25	25446976	25450596	863	-1
6082	25	25450616	25460790	863	-1
6083	25	25460810	25462260	863	-1
6084	25	25462280	25466303	863	-1
6085	25	25466323	25469458	863	-1
6086	25	25469478	25472768	863	-1
6087	25	25472788	25477288	863	-1
6088	25	25477308	25481215	863	-1
6089	25	25481235	25487342	863	-1
6090	25	25487362	25492918	863	-1
6091	25	25492938	25529779	863	-1
6092	25	25529799	25578164	863	-1
6093	25	25578184	25590593	863	-1
6094	25	25590613	25650805	863	-1
6095	25	25650825	25659252	863	-1
6096	25	25659272	25662299	863	-1
6097	25	25662319	25667255	863	-1
6098	25	25667275	25668326	863	-1
6099	25	25668346	25669548	863	-1
6100	25	25669568	25673967	863	-1
6101	25	25673987	25677636	863	-1
6102	25	25677656	25680834	863	-1
6103	25	25680854	25685121	863	-1
6104	25	25685141	25688277	863	-1
6105	25	25688297	25692717	863	-1
6106	25	25692737	25695251	863	-1
6107	25	25695271	25704276	863	-1
6108	25	25704296	25710156	863	-1
6109	25	25710176	25712907	863	-1
6110	25	25712927	25714904	863	-1
6111	25	25714924	25717978	863	-1
6112	25	25717998	25720265	863	-1
6113	25	25720285	25723829	863	-1
6114	25	25723849	25727264	863	-1
6115	25	25727284	25730713	863	-1
6116	25	25730733	25734553	863	-1
6117	25	25734573	25746255	863	-1
6118	25	25746275	25750630	863	-1
6119	25	25750650	25754858	863	-1
6120	25	25754878	25757959	863	-1
6121	25	25757979	25762190	863	-1
6122	25	25762210	25767036	863	-1
6123	25	25767056	25769958	863	-1
6124	25	25769978	25773042	863	-1
6125	25	25773062	25776117	863	-1
6126	25	25776137	25779919	863	-1
6127	25	25779939	25783129	863	-1
6128	25	25783149	25786748	863	-1
6129	25	25786768	25788753	863	-1
6130	25	25788773	25790913	863	-1
6131	25	25790933	25792602	863	-1
6132	25	25792622	25794668	863	-1
6133	25	25794688	25797688	863	-1
6134	25	25797708	25801592	863	-1
6135	25	25801612	25804800	863	-1
6136	25	25804820	25808012	863	-1
6137	25	25808032	25811504	863	-1
6138	25	25811524	25816775	863	-1
6139	25	25816795	25821476	863	-1
6140	25	25821496	25823083	863	-1
6141	25	25823103	25827084	863	-1
6142	25	25827104	25830851	863	-1
6143	25	25830871	25833655	863	-1
6144	25	25833675	25834725	863	-1
6145	25	25834745	25835914	863	-1
6146	25	25835934	25836967	863	-1
6147	25	25836987	25839963	863	-1
6148	25	25839983	25841867	863	-1
6149	25	25841887	25844516	863	-1
6150	25	25844536	25845544	863	-1
6151	25	25845564	25849610	863	-1
6152	25	25849630	25857031	863	-1
6153	25	25857051	25863378	863	-1
6154	25	25863398	25865502	863	-1
6155	25	25865522	25867536	863	-1
6156	25	25867556	25872933	863	-1
6157	25	25872953	25874553	863	-1
6158	25	25874573	25877147	863	-1
6159	25	25877167	25879589	863	-1
6160	25	25879609	25881055	863	-1
6161	25	25881075	25884583	863	-1
6162	25	25884603	25887996	863	-1
6163	25	25888016	25889978	863	-1
6164	25	25889998	25893157	863	-1
6165	25	25893177	25894339	863	-1
6166	25	25894359	25900099	863	-1
6167	25	25900119	25914534	863	-1
6168	25	25914554	25921647	863	-1
6169	25	25921667	25924797	863	-1
6170	25	25924817	25945953	863	-1
6171	25	25945973	25949795	863	-1
6172	25	25949815	25959978	863	-1
6173	25	25959998	25970654	863	-1
6174	25	25970674	25977650	863	-1
6175	25	25977670	25988752	863	-1
6176	25	25988772	25989982	863	-1
6177	25	25990002	25991893	863	-1
6178	25	25991913	25993313	863	-1
6179	25	25993333	25995115	863	-1
6180	25	25995135	25998453	863	-1
6181	25	25998473	26002290	863	-1
6182	25	26002310	26005206	863	-1
6183	25	26005226	26008974	863	-1
6184	25	26008994	26012759	863	-1
6185	25	26012779	26019493	863	-1
6186	25	26019513	26023295	863	-1
6187	25	26023315	26027073	863	-1
6188	25	26027093	26030217	863	-1
6189	25	26030237	26034683	863	-1
6190	25	26034703	26041018	863	-1
6191	25	26041038	26047115	863	-1
6192	25	26047135	26049956	863	-1
6193	25	26049976	26052309	863	-1
6194	25	26052329	26053727	863	-1
6195	25	26053747	26059259	863	-1
6196	25	26059279	26062899	863	-1
6197	25	26062919	26064156	863	-1
6198	25	26064176	26066281	863	-1
6199	25	26066301	26069536	863	-1
6200	25	26069556	26072877	863	-1
6201	25	26072897	26076558	863	-1
6202	25	26076578	26083100	863	-1
6203	25	26083120	26089921	863	-1
6204	25	26089941	26093111	863	-1
6205	25	26093131	26096335	863	-1
6206	25	26096355	26098375	863	-1
6207	25	26098395	26099852	863	-1
6208	25	26099872	26101629	863	-1
6209	25	26101649	26106195	863	-1
6210	25	26106215	26111176	863	-1
6211	25	26111196	26116137	863	-1
6212	25	26116157	26119508	863	-1
6213	25	26119528	26123611	863	-1
6214	25	26123631	26127206	863	-1
6215	25	26127226	26131808	863	-1
6216	25	26131828	26134113	863	-1
6217	25	26134133	26135463	863	-1
6218	25	26135483	26141781	863	-1
6219	25	26141801	26148090	863	-1
6220	25	26148110	26152802	863	-1
6221	25	26152822	26158382	863	-1
6222	25	26158402	26162488	863	-1
6223	25	26162508	26165942	863	-1
6224	25	26165962	26169988	863	-1
6225	25	26170008	26174753	863	-1
6226	25	26174773	26178247	863	-1
6227	25	26178267	26183495	863	-1
6228	25	26183515	26187874	863	-1
6229	25	26187894	26190129	863	-1
6230	25	26190149	26193072	863	-1
6231	25	26193092	26196675	863	-1
6232	25	26196695	26201542	863	-1
6233	25	26201562	26204808	863	-1
6234	25	26204828	26206550	863	-1
6235	25	26206570	26209533	863	-1
6236	25	26209553	26211819	863	-1
6237	25	26211839	26214992	863	-1
6238	25	26215012	26216226	863	-1
6239	25	26216246	26217967	863	-1
6240	25	26217987	26221818	863	-1
6241	25	26221838	26225766	863	-1
6242	25	26225786	26229433	863	-1
6243	25	26229453	26232502	863	-1
6244	25	26232522	26234892	863	-1
6245	25	26234912	26237182	863	-1
6246	25	26237202	26241765	863	-1
6247	25	26241785	26244251	863	-1
6248	25	26244271	26247451	863	-1
6249	25	26247471	26249431	863	-1
6250	25	26249451	26251549	863	-1
6251	25	26251569	26255423	863	-1
6252	25	26255443	26258203	863	-1
6253	25	26258223	26262345	863	-1
6254	25	26262365	26265741	863	-1
6255	25	26265761	26270075	863	-1
6256	25	26270095	26273442	863	-1
6257	25	26273462	26275338	863	-1
6258	25	26275358	26279905	863	-1
6259	25	26279925	26282671	863	-1
6260	25	26282691	26284327	863	-1
6261	25	26284347	26285753	863	-1
6262	25	26285773	26289761	863	-1
6263	25	26289781	26293909	863	-1
6264	25	26293929	26295356	863	-1
6265	25	26295376	26298526	863	-1
6266	25	26298546	26343666	863	-1
6267	25	26343686	26378420	863	-1
6268	25	26378440	26391142	863	-1
6269	25	26391162	26463372	863	-1
6270	25	26463392	26469807	863	-1
6271	25	26469827	26488191	863	-1
6272	25	26488211	26527282	863	-1
6273	25	26527302	26538016	863	-1
6274	25	26538036	26546163	863	-1
6275	25	26546183	26549355	863	-1
6276	25	26549375	26552592	863	-1
6277	25	26552612	26555394	863	-1
6278	25	26555414	26558452	863	-1
6279	25	26558472	26561476	863	-1
6280	25	26561496	26563134	863	-1
6281	25	26563154	26564752	863	-1
6282	25	26564772	26569671	863	-1
6283	25	26569691	26573136	863	-1
6284	25	26573156	26576313	863	-1
6285	25	26576333	26578762	863	-1
6286	25	26578782	26580444	863	-1
6287	25	26580464	26582299	863	-1
6288	25	26582319	26585831	863	-1
6289	25	26585851	26591243	863	-1
6290	25	26591263	26595308	863	-1
6291	25	26595328	26598372	863	-1
6292	25	26598392	26599471	863	-1
6293	25	26599491	26602266	863	-1
6294	25	26602286	26605550	863	-1
6295	25	26605570	26608516	863	-1
6296	25	26608536	26611829	863	-1
6297	25	26611849	26614544	863	-1
6298	25	26614564	26618309	863	-1
6299	25	26618329	26621193	863	-1
6300	25	26621213	26625112	863	-1
6301	25	26625132	26628141	863	-1
6302	25	26628161	26632777	863	-1
6303	25	26632797	26636029	863	-1
6304	25	26636049	26637450	863	-1
6305	25	26637470	26640841	863	-1
6306	25	26640861	26643275	863	-1
6307	25	26643295	26647911	863	-1
6308	25	26647931	26654609	863	-1
6309	25	26654629	26658054	863	-1
6310	25	26658074	26660650	863	-1
6311	25	26660670	26685540	863	-1
6312	25	26685560	26705378	863	-1
6313	25	26705398	26764930	863	-1
6314	25	26764950	26776753	863	-1
6315	25	26776773	26789520	863	-1
6316	25	26789540	26795515	863	-1
6317	25	26795535	26801213	863	-1
6318	25	26801233	26803458	863	-1
6319	25	26803478	26805154	863	-1
6320	25	26805174	26809403	863	-1
6321	25	26809423	26811088	863	-1
6322	25	26811108	26814902	863	-1
6323	25	26814922	26818466	863	-1
6324	25	26818486	26820557	863	-1
6325	25	26820577	26822186	863	-1
6326	25	26822206	26824586	863	-1
6327	25	26824606	26828393	863	-1
6328	25	26828413	26830897	863	-1
6329	25	26830917	26834259	863	-1
6330	25	26834279	26836511	863	-1
6331	25	26836531	26839519	863	-1
6332	25	26839539	26842615	863	-1
6333	25	26842635	26845633	863	-1
6334	25	26845653	26848400	863	-1
6335	25	26848420	26852012	863	-1
6336	25	26852032	26855269	863	-1
6337	25	26855289	26858925	863	-1
6338	25	26858945	26862587	863	-1
6339	25	26862607	26866294	863	-1
6340	25	26866314	26870232	863	-1
6341	25	26870252	26873216	863	-1
6342	25	26873236	26878586	863	-1
6343	25	26878606	26882766	863	-1
6344	25	26882786	26885661	863	-1
6345	25	26885681	26888671	863	-1
6346	25	26888691	26890378	863	-1
6347	25	26890398	26892022	863	-1
6348	25	26892042	26895338	863	-1
6349	25	26895358	26898616	863	-1
6350	25	26898636	26900369	863	-1
6351	25	26900389	26903225	863	-1
6352	25	26903245	26904414	863	-1
6353	25	26904434	26906033	863	-1
6354	25	26906053	26909113	863	-1
6355	25	26909133	26913775	863	-1
6356	25	26913795	26916159	863	-1
6357	25	26916179	26919651	863	-1
6358	25	26919671	26921934	863	-1
6359	25	26921954	26925088	863	-1
6360	25	26925108	26928195	863	-1
6361	25	26928215	26931686	863	-1
6362	25	26931706	26933165	863	-1
6363	25	26933185	26937064	863	-1
6364	25	26937084	26939425	863	-1
6365	25	26939445	26940996	863	-1
6366	25	26941016	26945155	863	-1
6367	25	26945175	26952651	863	-1
6368	25	26952671	26953893	863	-1
6369	25	26953913	26957753	863	-1
6370	25	26957773	26959273	863	-1
6371	25	26959293	26960574	863	-1
6372	25	26960594	26962778	863	-1
6373	25	26962798	26965749	863	-1
6374	25	26965769	26969413	863	-1
6375	25	26969433	26972591	863	-1
6376	25	26972611	26973792	863	-1
6377	25	26973812	26975816	863	-1
6378	25	26975836	26978995	863	-1
6379	25	26979015	26984162	863	-1
6380	25	26984182	26985876	863	-1
6381	25	26985896	26987606	863	-1
6382	25	26987626	26990507	863	-1
6383	25	26990527	26993658	863	-1
6384	25	26993678	26996629	863	-1
6385	25	26996649	27000330	863	-1
6386	25	27000350	27003735	863	-1
6387	25	27003755	27004930	863	-1
6388	25	27004950	27006639	863	-1
6389	25	27006659	27008271	863	-1
6390	25	27008291	27011201	863	-1
6391	25	27011221	27012911	863	-1
6392	25	27012931	27014725	863	-1
6393	25	27014745	27016291	863	-1
6394	25	27016311	27018688	863	-1
6395	25	27018708	27021612	863	-1
6396	25	27021632	27022697	863	-1
6397	25	27022717	27025668	863	-1
6398	25	27025688	27028772	863	-1
6399	25	27028792	27031274	863	-1
6400	25	27031294	27036419	863	-1
6401	25	27036439	27038763	863	-1
6402	25	27038783	27040469	863	-1
6403	25	27040489	27044236	863	-1
6404	25	27044256	27049609	863	-1
6405	25	27049629	27053958	863	-1
6406	25	27053978	27056864	863	-1
6407	25	27056884	27058946	863	-1
6408	25	27058966	27060121	863	-1
6409	25	27060141	27063272	863	-1
6410	25	27063292	27066449	863	-1
6411	25	27066469	27071544	863	-1
6412	25	27071564	27075896	863	-1
6413	25	27075916	27090106	863	-1
6414	25	27090126	27101636	863	-1
6415	25	27101656	27114666	863	-1
6416	25	27114686	27134344	863	-1
6417	25	27134364	27171711	863	-1
6418	25	27171731	27226998	863	-1
6419	25	27227018	27234056	863	-1
6420	25	27234076	27237029	863	-1
6421	25	27237049	27239095	863	-1
6422	25	27239115	27242373	863	-1
6423	25	27242393	27244927	863	-1
6424	25	27244947	27247756	863	-1
6425	25	27247776	27251593	863	-1
6426	25	27251613	27256709	863	-1
6427	25	27256729	27262051	863	-1
6428	25	27262071	27266064	863	-1
6429	25	27266084	27268623	863	-1
6430	25	27268643	27272580	863	-1
6431	25	27272600	27276413	863	-1
6432	25	27276433	27280014	863	-1
6433	25	27280034	27284501	863	-1
6434	25	27284521	27290252	863	-1
6435	25	27290272	27293586	863	-1
6436	25	27293606	27294835	863	-1
6437	25	27294855	27296889	863	-1
6438	25	27296909	27301870	863	-1
6439	25	27301890	27305480	863	-1
6440	25	27305500	27309194	863	-1
6441	25	27309214	27312570	863	-1
6442	25	27312590	27318589	863	-1
6443	25	27318609	27320694	863	-1
6444	25	27320714	27323423	863	-1
6445	25	27323443	27324517	863	-1
6446	25	27324537	27333474	863	-1
6447	25	27333494	27355379	863	-1
6448	25	27355399	27356464	863	-1
6449	25	27356484	27363922	863	-1
6450	25	27363942	27372929	863	-1
6451	25	27372949	27376168	863	-1
6452	25	27376188	27379858	863	-1
6453	25	27379878	27383028	863	-1
6454	25	27383048	27387203	863	-1
6455	25	27387223	27388306	863	-1
6456	25	27388326	27390614	863	-1
6457	25	27390634	27391917	863	-1
6458	25	27391937	27396009	863	-1
6459	25	27396029	27398696	863	-1
6460	25	27398716	27400716	863	-1
6461	25	27400736	27403646	863	-1
6462	25	27403666	27406628	863	-1
6463	25	27406648	27408667	863	-1
6464	25	27408687	27409831	863	-1
6465	25	27409851	27411864	863	-1
6466	25	27411884	27413146	863	-1
6467	25	27413166	27415608	863	-1
6468	25	27415628	27420231	863	-1
6469	25	27420251	27422290	863	-1
6470	25	27422310	27426064	863	-1
6471	25	27426084	27429029	863	-1
6472	25	27429049	27432249	863	-1
6473	25	27432269	27434130	863	-1
6474	25	27434150	27435256	863	-1
6475	25	27435276	27436698	863	-1
6476	25	27436718	27438722	863	-1
6477	25	27438742	27449673	863	-1
6478	25	27449693	27454663	863	-1
6479	25	27454683	27456296	863	-1
6480	25	27456316	27457978	863	-1
6481	25	27457998	27459075	863	-1
6482	25	27459095	27460824	863	-1
6483	25	27460844	27463188	863	-1
6484	25	27463208	27466612	863	-1
6485	25	27466632	27468984	863	-1
6486	25	27469004	27474210	863	-1
6487	25	27474230	27479383	863	-1
6488	25	27479403	27500840	863	-1
6489	25	27500860	27548422	863	-1
6490	25	27548442	27550583	863	-1
6491	25	27550603	27553757	863	-1
6492	25	27553777	27557396	863	-1
6493	25	27557416	27562982	863	-1
6494	25	27563002	27566540	863	-1
6495	25	27566560	27569899	863	-1
6496	25	27569919	27571260	863	-1
6497	25	27571280	27572560	863	-1
6498	25	27572580	27575380	863	-1
6499	25	27575400	27578885	863	-1
6500	25	27578905	27582544	863	-1
6501	25	27582564	27585829	863	-1
6502	25	27585849	27588334	863	-1
6503	25	27588354	27590921	863	-1
6504	25	27590941	27594122	863	-1
6505	25	27594142	27597118	863	-1
6506	25	27597138	27599294	863	-1
6507	25	27599314	27600414	863	-1
6508	25	27600434	27603751	863	-1
6509	25	27603771	27607297	863	-1
6510	25	27607317	27608790	863	-1
6511	25	27608810	27612124	863	-1
6512	25	27612144	27614734	863	-1
6513	25	27614754	27691013	863	-1
6514	25	27691033	27693022	863	-1
6515	25	27693042	27696427	863	-1
6516	25	27696447	27697452	863	-1
6517	25	27697472	27706253	863	-1
6518	25	27706273	27707738	863	-1
6519	25	27707758	27711972	863	-1
6520	25	27711992	27717562	863	-1
6521	25	27717582	27719243	863	-1
6522	25	27719263	27722643	863	-1
6523	25	27722663	27724490	863	-1
6524	25	27724510	27729164	863	-1
6525	25	27729184	27733940	863	-1
6526	25	27733960	27737064	863	-1
6527	25	27737084	27741004	863	-1
6528	25	27741024	27747282	863	-1
6529	25	27747302	27750465	863	-1
6530	25	27750485	27752467	863	-1
6531	25	27752487	27756742	863	-1
6532	25	27756762	27760544	863	-1
6533	25	27760564	27762009	863	-1
6534	25	27762029	27764092	863	-1
6535	25	27764112	27768889	863	-1
6536	25	27768909	27771831	863	-1
6537	25	27771851	27774641	863	-1
6538	25	27774661	27776811	863	-1
6539	25	27776831	27780171	863	-1
6540	25	27780191	27786693	863	-1
6541	25	27786713	27807747	863	-1
6542	25	27807767	27810308	863	-1
6543	25	27810328	27813706	863	-1
6544	25	27813726	27816772	863	-1
6545	25	27816792	27819697	863	-1
6546	25	27819717	27849041	863	-1
6547	25	27849061	27853011	863	-1
6548	25	27853031	27858306	863	-1
6549	25	27858326	27866189	863	-1
6550	25	27866209	27868977	863	-1
6551	25	27868997	27872371	863	-1
6552	25	27872391	27877646	863	-1
6553	25	27877666	27881240	863	-1
6554	25	27881260	27886148	863	-1
6555	25	27886168	27891188	863	-1
6556	25	27891208	27894302	863	-1
6557	25	27894322	27895398	863	-1
6558	25	27895418	27899095	863	-1
6559	25	27899115	27903254	863	-1
6560	25	27903274	27906123	863	-1
6561	25	27906143	27908534	863	-1
6562	25	27908554	27910828	863	-1
6563	25	27910848	27915539	863	-1
6564	25	27915559	27917206	863	-1
6565	25	27917226	27919551	863	-1
6566	25	27919571	27920875	863	-1
6567	25	27920895	27923793	863	-1
6568	25	27923813	27928019	863	-1
6569	25	27928039	27929719	863	-1
6570	25	27929739	27931209	863	-1
6571	25	27931229	27934456	863	-1
6572	25	27934476	27936250	863	-1
6573	25	27936270	27939072	863	-1
6574	25	27939092	27940653	863	-1
6575	25	27940673	27943607	863	-1
6576	25	27943627	27947641	863	-1
6577	25	27947661	27949917	863	-1
6578	25	27949937	27953734	863	-1
6579	25	27953754	27956761	863	-1
6580	25	27956781	27958146	863	-1
6581	25	27958166	27960572	863	-1
6582	25	27960592	27973297	863	-1
6583	25	27973317	27975807	863	-1
6584	25	27975827	27979986	863	-1
6585	25	27980006	27982598	863	-1
6586	25	27982618	27985987	863	-1
6587	25	27986007	27989627	863	-1
6588	25	27989647	27991611	863	-1
6589	25	27991631	27992786	863	-1
6590	25	27992806	27995856	863	-1
6591	25	27995876	27999562	863	-1
6592	25	27999582	28002955	863	-1
6593	25	28002975	28008770	863	-1
6594	25	28008790	28011897	863	-1
6595	25	28011917	28015484	863	-1
6596	25	28015504	28019113	863	-1
6597	25	28019133	28022057	863	-1
6598	25	28022077	28025494	863	-1
6599	25	28025514	28029218	863	-1
6600	25	28029238	28032140	863	-1
6601	25	28032160	28034558	863	-1
6602	25	28034578	28038103	863	-1
6603	25	28038123	28043690	863	-1
6604	25	28043710	28048507	863	-1
6605	25	28048527	28049585	863	-1
6606	25	28049605	28052508	863	-1
6607	25	28052528	28056773	863	-1
6608	25	28056793	28060281	863	-1
6609	25	28060301	28078206	863	-1
6610	25	28078226	28136668	863	-1
6611	25	28136688	28151952	863	-1
6612	25	28151972	28155853	863	-1
6613	25	28155873	28159252	863	-1
6614	25	28159272	28164536	863	-1
6615	25	28164556	28166266	863	-1
6616	25	28166286	28167321	863	-1
6617	25	28167341	28169363	863	-1
6618	25	28169383	28198265	863	-1
6619	25	28198285	28201614	863	-1
6620	25	28201634	28206060	863	-1
6621	25	28206080	28208090	863	-1
6622	25	28208110	28209218	863	-1
6623	25	28209238	28212255	863	-1
6624	25	28212275	28215797	863	-1
6625	25	28215817	28220745	863	-1
6626	25	28220765	28230207	863	-1
6627	25	28230227	28235627	863	-1
6628	25	28235647	28240408	863	-1
6629	25	28240428	28243539	863	-1
6630	25	28243559	28247732	863	-1
6631	25	28247752	28249071	863	-1
6632	25	28249091	28251981	863	-1
6633	25	28252001	28254811	863	-1
6634	25	28254831	28257446	863	-1
6635	25	28257466	28259541	863	-1
6636	25	28259561	28261431	863	-1
6637	25	28261451	28264920	863	-1
6638	25	28264940	28267940	863	-1
6639	25	28267960	28271115	863	-1
6640	25	28271135	28272638	863	-1
6641	25	28272658	28273807	863	-1
6642	25	28273827	28278892	863	-1
6643	25	28278912	28282384	863	-1
6644	25	28282404	28284852	863	-1
6645	25	28284872	28288444	863	-1
6646	25	28288464	28292495	863	-1
6647	25	28292515	28299374	863	-1
6648	25	28299394	28302045	863	-1
6649	25	28302065	28303238	863	-1
6650	25	28303258	28306265	863	-1
6651	25	28306285	28309955	863	-1
6652	25	28309975	28311295	863	-1
6653	25	28311315	28313208	863	-1
6654	25	28313228	28316174	863	-1
6655	25	28316194	28318065	863	-1
6656	25	28318085	28319332	863	-1
6657	25	28319352	28322090	863	-1
6658	25	28322110	28326291	863	-1
6659	25	28326311	28329956	863	-1
6660	25	28329976	28332949	863	-1
6661	25	28332969	28334846	863	-1
6662	25	28334866	28340466	863	-1
6663	25	28340486	28344445	863	-1
6664	25	28344465	28347735	863	-1
6665	25	28347755	28351352	863	-1
6666	25	28351372	28352708	863	-1
6667	25	28352728	28355739	863	-1
6668	25	28355759	28369690	863	-1
6669	25	28369710	28370796	863	-1
6670	25	28370816	28378005	863	-1
6671	25	28378025	28383823	863	-1
6672	25	28383843	28389810	863	-1
6673	25	28389830	28393241	863	-1
6674	25	28393261	28396572	863	-1
6675	25	28396592	28399554	863	-1
6676	25	28399574	28401999	863	-1
6677	25	28402019	28403251	863	-1
6678	25	28403271	28404613	863	-1
6679	25	28404633	28407532	863	-1
6680	25	28407552	28411904	863	-1
6681	25	28411924	28414996	863	-1
6682	25	28415016	28417589	863	-1
6683	25	28417609	28420615	863	-1
6684	25	28420635	28422818	863	-1
6685	25	28422838	28428039	863	-1
6686	25	28428059	28433240	863	-1
6687	25	28433260	28441500	863	-1
6688	25	28441520	28487006	863	-1
6689	25	28487026	28533038	863	-1
6690	25	28533058	28588142	863	-1
6691	25	28588162	28637299	863	-1
6692	25	28637319	28639191	863	-1
6693	25	28639211	28643103	863	-1
6694	25	28643123	28646453	863	-1
6695	25	28646473	28649001	863	-1
6696	25	28649021	28651295	863	-1
6697	25	28651315	28655052	863	-1
6698	25	28655072	28656219	863	-1
6699	25	28656239	28660052	863	-1
6700	25	28660072	28663406	863	-1
6701	25	28663426	28664938	863	-1
6702	25	28664958	28670828	863	-1
6703	25	28670848	28675267	863	-1
6704	25	28675287	28676802	863	-1
6705	25	28676822	28678855	863	-1
6706	25	28678875	28682254	863	-1
6707	25	28682274	28683719	863	-1
6708	25	28683739	28685538	863	-1
6709	25	28685558	28686716	863	-1
6710	25	28686736	28688712	863	-1
6711	25	28688732	28694513	863	-1
6712	25	28694533	28703814	863	-1
6713	25	28703834	28705239	863	-1
6714	25	28705259	28706835	863	-1
6715	25	28706855	28710118	863	-1
6716	25	28710138	28773586	863	-1
6717	25	28773606	28807248	863	-1
6718	25	28807268	28829947	863	-1
6719	25	28829967	28833053	863	-1
6720	25	28833073	28847405	863	-1
6721	25	28847425	28851729	863	-1
6722	25	28851749	28856082	863	-1
6723	25	28856102	28858295	863	-1
6724	25	28858315	28860275	863	-1
6725	25	28860295	28862796	863	-1
6726	25	28862816	28864558	863	-1
6727	25	28864578	28865823	863	-1
6728	25	28865843	28868690	863	-1
6729	25	28868710	28871144	863	-1
6730	25	28871164	28872598	863	-1
6731	25	28872618	28881041	863	-1
6732	25	28881061	28885455	863	-1
6733	25	28885475	28890848	863	-1
6734	25	28890868	28925756	863	-1
6735	25	28925776	28933825	863	-1
6736	25	28933845	28969126	863	-1
6737	25	28969146	29026333	863	-1
